,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Top Type,Bottom Type,Material,Pattern,Neck,Waist Rise,Sleeve Length,Colour,Brand,Price
341,28144,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Summer,2016.0,Casual,Jockey SPORT Men White Shorts 9411,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Black",Jockey,459
342,49785,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2012.0,Casual,Little Miss Intimates Black Pyjama Set,T-shirt,Pyjamas,"Cotton Blend, Cotton Blend","Abstract, Printed, Printed",Round Neck,Not specified,Sleeveless,"Black, Purple, Pink",Little Miss Intimates,555
343,50663,Men,Apparel,Loungewear and Nightwear,Shorts,Winter,2016.0,Sports,Chromozome Men Black Soccer Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Mid-Rise,Not specified,"Black, White",Chromozome,475
344,49782,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2012.0,Casual,Little Miss Intimates Pink & Black Pyjama Set,T-shirt,Pyjamas,"Cotton Blend, Cotton Blend","Abstract, Printed, Printed",Round Neck,Not specified,Sleeveless,"Pink, Black",Little Miss Intimates,555
345,50032,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2016.0,Casual,Hanes Men Navy Blue Relaxed Sports Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Mid-Rise,Not specified,"Navy Blue, Red, ",Hanes,599
346,55786,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,SDL by Sweet Dreams Women Black Nightdress,Not specified,Not specified,Satin,Printed,V-Neck,Not specified,Three-Quarter Sleeves,"Black, White, ",SDL by Sweet Dreams,1499
347,59714,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2012.0,Casual,Avirate Blue Babydoll Nightdress,Not specified,Not specified,Nylon,Solid,V-Neck,Not specified,Not specified,"Blue, Pink, ",Avirate,2000
348,50652,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Winter,2016.0,Casual,Chromozome Men Grey Lounge Shorts,Not specified,Not specified,Cotton,Not specified,Not specified,Mid-Rise,Not specified,Grey Melange,Chromozome,399
349,59713,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Avirate White Babydoll Nightdress,Not specified,Not specified,Nylon,Solid,V-Neck,Not specified,Not specified,"White, Lavender, ",Avirate,2000
350,55788,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,SDL by Sweet Dreams Women Light Blue Nightdress,Not specified,Not specified,Satin,Printed,Not specified,Not specified,Three-Quarter Sleeves,"Black, Blue",SDL by Sweet Dreams,1499
351,50655,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Summer,2018.0,Sports,Chromozome Men Grey Melange Lounge Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Mid-Rise,Not specified,"Grey Melange, Black",Chromozome,499
352,55795,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink & Black Printed Night Suit 319371,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,"Pink, Black",SDL by Sweet Dreams,1399
353,30792,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2012.0,Casual,Fabindia Men White Pyjamas,Not specified,Not specified,Synthetic,Solid,Not specified,Mid-Rise,Not specified,White,Fabindia,490
354,50648,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Fall,2016.0,Casual,Chromozome Men Black Lounge Pants S-4801,Not specified,Not specified,Cotton,Solid,Not specified,Mid-Rise,Not specified,Black,Chromozome,549
355,50670,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2016.0,Sports,Chromozome Men Black Ranger Lounge Pants,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Green, ",Chromozome,599
356,27384,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,2go Active Gear USA Men Lounge Set,T-shirt,Shorts,"Cotton Blend, Cotton Blend","Solid, Solid",Round Neck,Not specified,Short Sleeves,"Grey, Red",2go ACTIVE GEAR USA,730
357,30902,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2012.0,Ethnic,Fabindia Women Blue Salwar,Not specified,Not specified,Cotton,Solid,Not specified,Mid-Rise,Not specified,Blue,Fabindia,430
358,50028,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Winter,2015.0,Casual,Hanes Women Assorted Lounge Shorts,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Hanes,495
359,51966,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Inaya Women Blue Nightdress,Not specified,Not specified,Viscose Rayon,Solid,V-Neck,Not specified,Short Sleeves,Blue,Inaya,1400
360,52519,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Winter,2015.0,Casual,Red Rose White Nightdress,Not specified,Not specified,Polyester,Printed,Scoop Neck,Not specified,Not specified,White,Red Rose,975
361,51992,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2017.0,Casual,Inaya Women Black Lounge Pants,Not specified,Not specified,Modal,Not specified,Not specified,Not specified,Not specified,"Black, , ",Inaya,1200
362,52384,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Pink Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Short Sleeves,Pink,Red Rose,861
363,52370,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Pink Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Pink,Red Rose,574
364,49952,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2016.0,Casual,Hanes Men Grey Knitted Lounge Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Mid-Rise,Not specified,"Grey, , ",Hanes,675
365,36251,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Navy Blue Pyjama Set,T-shirt,Pyjamas,"Cotton Blend, Cotton Blend","Abstract, Printed, Printed",Shirt Collar,Not specified,Short Sleeves,"Grey, Navy Blue, ",SDL by Sweet Dreams,1199
366,52348,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Blue Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Blue,Red Rose,643
367,36269,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women White & Pink Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,"White, Pink",SDL by Sweet Dreams,1199
368,51995,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Summer,2017.0,Casual,Inaya Women Brown Lounge Shorts,Not specified,Not specified,Modal,Not specified,Not specified,Mid-Rise,Not specified,"Brown, , ",Inaya,1200
369,59754,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2012.0,Casual,Avirate Black Baby Doll Nightdress,Not specified,Not specified,Nylon,Solid,V-Neck,Not specified,Not specified,"Black, Brown, ",Avirate,1900
370,49955,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2016.0,Casual,Hanes Men Grey Lounge Pant,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,"Grey, Black, ",Hanes,675
371,36256,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Navy Blue Pyjama Set,T-shirt,Pyjamas,"Polyester, Polyester","Solid, Solid, Solid",Round Neck,Not specified,Short Sleeves,"Grey, Navy Blue, ",SDL by Sweet Dreams,1299
372,52377,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Pink Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,"Pink, White",Red Rose,678
373,52383,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women White Maxi Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Short Sleeves,"White, Pink",Red Rose,861
374,32266,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2016.0,Casual,2go Active Gear USA Men Red Pele Track Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Mid-Rise,Not specified,"Navy Blue, Red",2go ACTIVE GEAR USA,655
375,52341,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Orange Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Short Sleeves,"Orange, Black",Red Rose,723
376,52517,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Winter,2015.0,Casual,Red Rose Black Nightdress,Not specified,Not specified,Polyester,Printed,Scoop Neck,Not specified,Not specified,Black,Red Rose,975
377,36260,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Black Pyjama Set,T-shirt,Pyjamas,"Cotton Blend, Cotton Blend","Abstract, Printed, Printed",Shirt Collar,Not specified,Short Sleeves,"Grey, Black, ",SDL by Sweet Dreams,899
378,43465,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Pyjama Set,T-shirt,Pyjamas,"Cotton Blend, Cotton Blend","Abstract, Printed, Printed",Round Neck,Not specified,Short Sleeves,Pink,SDL by Sweet Dreams,1199
379,52379,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Peach Nightdress,Not specified,Not specified,Cotton,Printed,V-Neck,Not specified,Sleeveless,"Peach, Green",Red Rose,678
380,36258,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Green & Black Pyjama Set,T-shirt,Shorts,"Cotton Blend, Cotton Blend","Solid, Solid, Solid",Round Neck,Not specified,Short Sleeves,"Green, Black, ",SDL by Sweet Dreams,899
381,36267,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Blue Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Blue,SDL by Sweet Dreams,1099
382,43462,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women White Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,White,SDL by Sweet Dreams,699
383,52510,Women,Apparel,Loungewear and Nightwear,Bath Robe,Winter,2015.0,Casual,Red Rose Women White & Pink Striped Bath Robes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Pink",Red Rose,859
384,52346,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Peach Nightdress,Not specified,Not specified,Cotton,Printed,Scoop Neck,Not specified,Not specified,Peach,Red Rose,643
385,27385,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,2go Active Gear USA Men Lounge Set,T-shirt,Shorts,"Cotton Blend, Cotton Blend","Solid, Solid",Round Neck,Not specified,Short Sleeves,"Black, Grey",2go ACTIVE GEAR USA,760
386,50671,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Fall,2016.0,Sports,Chromozome Men Charcoal Melange Ranger Lounge Pants S-5429,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Charcoal, Black",Chromozome,679
387,18135,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Summer,2016.0,Casual,Crusoe Men Sport Dark Grey Shorts,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, , ",Crusoe,375
388,39242,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Femella Women Pink Nightdress,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, , ",Femella,990
389,55794,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Grey & Black Printed Night Suit 319171,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,"Black, Grey",SDL by Sweet Dreams,1099
390,50649,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2018.0,Casual,Chromozome Men Grey Lounge Pants S-4801,Not specified,Not specified,Cotton,Solid,Not specified,Mid-Rise,Not specified,Grey,Chromozome,549
391,52378,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Lavender Nightdress,Not specified,Not specified,Cotton,Printed,V-Neck,Not specified,Sleeveless,"Lavender, Green",Red Rose,678
392,36259,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Navy Blue & Grey Pyjama Set,T-shirt,Pyjamas,"Cotton Blend, Cotton Blend","Abstract, Printed, Printed",Round Neck,Not specified,Short Sleeves,"Navy Blue, Grey, ",SDL by Sweet Dreams,899
393,52511,Women,Apparel,Loungewear and Nightwear,Bath Robe,Winter,2015.0,Casual,Red Rose Women White & Blue Striped Bath Robes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Blue",Red Rose,741
394,36266,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Pink,SDL by Sweet Dreams,1099
395,43463,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women White Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,White,SDL by Sweet Dreams,699
396,52347,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Pink Nightdress,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Sleeveless,Pink,Red Rose,643
397,52340,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Blue Nightdress,Not specified,Not specified,Not specified,Printed,Round Neck,Not specified,Short Sleeves,"Blue, Black",Red Rose,723
398,36261,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Navy Blue Pyjama Set,T-shirt,Pyjamas,"Polyester, Polyester","Solid, Solid, Solid",Round Neck,Not specified,Short Sleeves,"Navy Blue, Grey, ",SDL by Sweet Dreams,899
399,43464,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Blue Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Blue,SDL by Sweet Dreams,1199
400,52349,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Red Rose Women Pink Nightdress,Not specified,Not specified,Cotton,Not specified,V-Neck,Not specified,Short Sleeves,"Pink, , ",Red Rose,603
401,36268,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Purple & White Pyjama Set,Top,Capris,"Pure Cotton, Pure Cotton","Solid, Printed, Solid",Round Neck,Not specified,Sleeveless,"Purple, White",SDL by Sweet Dreams,1199
402,51994,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Summer,2017.0,Casual,Inaya Women Brown Lounge Shorts,Not specified,Not specified,Modal,Not specified,Not specified,Mid-Rise,Not specified,"Brown, , ",Inaya,1200
403,52382,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose White Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Short Sleeves,"White, Pink, Peach",Red Rose,861
404,49954,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2016.0,Casual,Hanes Men Black Lounge Pant,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,"Black, , ",Hanes,675
405,36257,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Navy Blue & Grey Pyjama Set,T-shirt,Pyjamas,"Polyester, Polyester","Solid, Solid, Solid",Round Neck,Not specified,Short Sleeves,"Navy Blue, Grey, ",SDL by Sweet Dreams,1299
406,52376,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Peach Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,"Peach, Orange",Red Rose,678
407,51993,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Summer,2017.0,Casual,Inaya Women Pink Lounge Shorts,Not specified,Not specified,Modal,Not specified,Not specified,Mid-Rise,Not specified,"Pink, , ",Inaya,1200
408,52518,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Winter,2015.0,Casual,Red Rose Red Nightdress,Not specified,Not specified,Polyester,Printed,Scoop Neck,Not specified,Not specified,Red,Red Rose,975
409,52371,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Blue Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,"Blue, Orange",Red Rose,574
410,49953,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2016.0,Casual,Hanes Men Grey Knitted Lounge Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Mid-Rise,Not specified,"Grey, , ",Hanes,675
411,36250,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Navy Blue Pyjama Set,T-shirt,Pyjamas,"Cotton Blend, Cotton Blend","Solid, Solid, Solid",Round Neck,Not specified,Short Sleeves,"Navy Blue, Red, ",SDL by Sweet Dreams,1099
412,52385,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Pink Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,"Pink, Blue",Red Rose,563
413,56233,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Black Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Round Neck,Not specified,Short Sleeves,"Grey Melange, Black, ",SDL by Sweet Dreams,1299
414,52455,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose White Printed Nightdress,Not specified,Not specified,Nylon,Printed,Round Neck,Not specified,Not specified,"White, Blue",Red Rose,689
415,27406,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Winter,2015.0,Casual,Jockey Women Maroon Capris,Not specified,Not specified,Cotton,Solid,Not specified,High-Rise,Not specified,Maroon,Jockey,579
416,45086,Women,Apparel,Loungewear and Nightwear,Night suits,Winter,2015.0,Casual,Bwitch Pink Orchid Pyjama Set,T-shirt,Pyjamas,"Polyester, Polyester","Solid, Solid, Solid",V-Neck,Not specified,Sleeveless,Pink,Bwitch,1499
417,55825,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,SDL by Sweet Dreams Women Black Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Short Sleeves,"Black, Pink",SDL by Sweet Dreams,799
418,13634,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Winter,2015.0,Casual,Hanes Women White Lounge Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,White,Hanes,695
419,52452,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Red Nightdress,Not specified,Not specified,Microfiber,Solid,V-Neck,Not specified,Not specified,Red,Red Rose,517
420,56234,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Black & Grey Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Round Neck,Not specified,Short Sleeves,"Black, Grey",SDL by Sweet Dreams,1199
421,55822,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women White & Pink Printed Night Suit S11-3231,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Sleeveless,"White, Pink",SDL by Sweet Dreams,999
422,52499,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Summer,2017.0,Casual,Red Rose Women Black Nightdress,Not specified,Not specified,Polyester,Printed,Cowl Neck,Not specified,Sleeveless,Black,Red Rose,845
423,51812,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2016.0,Casual,Bwitch Blue Nightdress,Not specified,Not specified,Not specified,Striped,V-Neck,Not specified,Sleeveless,"Blue, , ",Bwitch,1299
424,52464,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Red & Black Nightdress,Not specified,Not specified,Nylon,Printed,V-Neck,Not specified,Not specified,"Red, Black",Red Rose,775
425,55814,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink & Purple Printed Night Suit S11-3225,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Sleeveless,"Purple, Pink",SDL by Sweet Dreams,1199
426,52497,Women,Apparel,Loungewear and Nightwear,Bath Robe,Winter,2015.0,Casual,Red Rose Women Red Bathrobe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Red Rose,845
427,52007,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2012.0,Casual,Inaya Women Purple Nightdress,Not specified,Not specified,Polyester,Solid,Square Neck,Not specified,Short Sleeves,Purple,Inaya,995
428,52463,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Grey & Black Nightdress,Not specified,Not specified,Nylon,Printed,V-Neck,Not specified,Not specified,"Grey, Black",Red Rose,775
429,55813,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Cream & Grey Printed Night Suit S11-3225,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Sleeveless,"Cream, Grey",SDL by Sweet Dreams,1199
430,52408,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Maroon Nightdress,Not specified,Not specified,Microfiber,Solid,V-Neck,Not specified,Not specified,Maroon,Red Rose,717
431,56251,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Blue Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Shirt Collar,Not specified,Short Sleeves,"Blue, Green, ",SDL by Sweet Dreams,1499
432,52437,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Lavender Nightdress,Not specified,Not specified,Nylon,Solid,V-Neck,Not specified,Not specified,"Lavender, White",Red Rose,678
433,56269,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Maroon Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Solid, Solid, Solid",Round Neck,Not specified,Short Sleeves,"Maroon, Grey, ",SDL by Sweet Dreams,1199
434,52430,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Black & White Nightdress,Not specified,Not specified,Nylon,Printed,V-Neck,Not specified,Not specified,"Black, White",Red Rose,632
435,56256,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men White & Blue Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Shirt Collar,Not specified,Short Sleeves,"White, Navy Blue, ",SDL by Sweet Dreams,1199
436,52439,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Blue Nightdress,Not specified,Not specified,Nylon,Printed,Scoop Neck,Not specified,Not specified,"Blue, White",Red Rose,678
437,52406,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Red Nightdress,Not specified,Not specified,Microfiber,Solid,V-Neck,Not specified,Not specified,Red,Red Rose,632
438,56260,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Black Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Round Neck,Not specified,Short Sleeves,"Black, Grey",SDL by Sweet Dreams,1299
439,51045,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Summer,2017.0,,Enamor Women Cream and Pink Baby Doll Nightdress,Not specified,Not specified,Nylon,Printed,Shoulder Straps,Not specified,Not specified,"Cream, Pink",Enamor,1325
440,50993,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Enamor Women Taupe Nightdress,Not specified,Not specified,Polyester,Solid,V-Neck,Not specified,Not specified,"Taupe, Pink",Enamor,1300
441,56258,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Blue & Black Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",V-Neck,Not specified,Short Sleeves,"Blue, Black, ",SDL by Sweet Dreams,1299
442,56267,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Blue Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Round Neck,Not specified,Short Sleeves,"Navy Blue, Grey, ",SDL by Sweet Dreams,999
443,52401,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Blue Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Blue,Red Rose,574
444,52462,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Green & Black Nightdress,Not specified,Not specified,Nylon,Printed,V-Neck,Not specified,Not specified,"Green, Black",Red Rose,775
445,52496,Women,Apparel,Loungewear and Nightwear,Bath Robe,Winter,2015.0,Casual,Red Rose Women Navy Blue Bath Robes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Red Rose,845
446,55812,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Green Printed Night Suit S11-3219,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Green,SDL by Sweet Dreams,1099
447,27409,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Winter,2015.0,Casual,Jockey Women Navy Blue Capris,Not specified,Not specified,Not specified,Solid,Not specified,High-Rise,Not specified,Navy Blue,Jockey,579
448,56235,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men White & Black Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Round Neck,Not specified,Short Sleeves,"White, Black",SDL by Sweet Dreams,1199
449,52453,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Red Nightdress,Not specified,Not specified,Microfiber,Solid,Round Neck,Not specified,Not specified,"Red, Black",Red Rose,574
450,52498,Women,Apparel,Loungewear and Nightwear,Bath Robe,Winter,2015.0,Casual,Red Rose Women Blue Bath Robes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Red Rose,845
451,55823,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Printed Night Suit S11-3240,Not specified,Not specified,Elastane,Not specified,Round Neck,Not specified,Short Sleeves,Pink,SDL by Sweet Dreams,1199
