,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Fit,Length,Shape,Material,Pattern,Collar,Sleeve,Sleeve Styling,Fabric Purity,Weave,Details,Colour,Brand,Price
11461,19661,Men,Apparel,Topwear,Sweatshirts,Fall,2011.0,Casual,United Colors of Benetton Men Printed Black Sweatshirt,Not specified,Not specified,Not specified,Blended,Printed,Not specified,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Black, , ",United Colors of Benetton,2299
11462,5971,Men,Apparel,Topwear,Shirts,Summer,2011.0,Casual,Locomotive Men Blue Black Grey Checked Shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,LOCOMOTIVE,974
11463,37798,Men,Apparel,Topwear,Shirts,Summer,2012.0,Formal,John Players Men Striped White Shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Spread Collar,Short Sleeves,Cap Sleeves,Not specified,Not specified,Not specified,"White, Lavender",John Players,1099
11464,28542,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Nike Men Bold Striped Grey T-shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Yellow",Nike,1995
11465,34921,Women,Apparel,Topwear,Dupatta,Summer,2012.0,Ethnic,Fabindia Green Dupatta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Fabindia,390
11466,9780,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,ADIDAS Men Grey Polo Tshirts,Regular Fit,Not specified,Not specified,Blended,Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Grey, Green",ADIDAS,999
11467,7428,Women,Apparel,Topwear,Tops,Summer,2011.0,Ethnic,W Women V Neck Kaftan Sleeve Red Top,Not specified,Regular,Not specified,Blended,"Ethnic Motifs, Printed",V-Neck,Short Sleeves,Kimono Sleeves,Not specified,Knitted and Woven,Opaque,"Red, White, Green",W,1099
11468,28770,Women,Apparel,Topwear,Kurtis,Summer,2012.0,Ethnic,Aurelia Women Printed Green Kurti,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,AURELIA,399
11469,3088,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Probase Men's Dreams Future Grey T-shirt,Slim Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Grey,Probase,299
11470,8460,Women,Apparel,Topwear,Tops,Fall,2011.0,Casual,Jealous 21 Women Jealous Calandra Pink Top Pink Tops,Not specified,Regular,Not specified,Blended,"Floral, Printed",Boat Neck,Long Sleeves,Regular Sleeves,Not specified,Knitted and Woven,Opaque,Pink,Jealous 21,799
11471,44864,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Puma Men Blue & White T-shirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, Green, White",Puma,1299
11472,14728,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Ed Hardy Men Dog Print Brown Tshirts,Regular Fit,Not specified,Not specified,Cotton,Printed,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Brown, Red",Ed Hardy,4999
11473,33936,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,ADIDAS Men Clima White T-shirt,Not specified,Not specified,Not specified,Polyester,Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,White,ADIDAS,2499
11474,25853,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Diva Women Printed Beige Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Beige,DIVA,799
11475,47040,Women,Apparel,Topwear,Kurtas,Fall,2012.0,Ethnic,Shree Women Cream & Turquoise Blue Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Cream, Turquoise Blue, ",Shree,399
11476,35460,Boys,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Doodle Boys Printed Green T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Sleeveless,Not specified,Not specified,Not specified,Not specified,"Green, , ",Doodle,349
11477,13390,Men,Apparel,Topwear,Shirts,Summer,2011.0,Casual,United Colors of Benetton Men Check Blue Shirts,Regular Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, , ",United Colors of Benetton,1999
11478,30112,Men,Apparel,Topwear,Shirts,Summer,2012.0,Casual,Flying Machine Men Check Blue Shirt,Regular Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,Flying Machine,1299
11479,42532,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Mother Earth Women Red Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Red",Mother Earth,899
11480,26077,Men,Apparel,Topwear,Shirts,Summer,2012.0,Formal,John Miller Men Check Pink Shirt,Regular Fit,Not specified,Not specified,Not specified,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Pink,John Miller,999
11481,12242,Men,Apparel,Topwear,Shirts,Fall,2011.0,Formal,Genesis Men White Shirt,Slim Fit,Not specified,Not specified,Cotton,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,White,Genesis,1399
11482,40265,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Scullers Men Purple T-shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Purple, , Beige",SCULLERS,1099
11483,14989,Men,Apparel,Topwear,Sweatshirts,Fall,2011.0,Casual,ADIDAS Men Solid Aqua Blue Sweatshirts,Not specified,Not specified,Not specified,Blended,Solid,Not specified,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,ADIDAS,1899
11484,32477,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Proline Men White T-shirt,Regular Fit,Regular,Not specified,Polyester,"Solid, Solid",Round Neck,Short Sleeves,Regular Sleeves,Not specified,Not specified,Not specified,White,Proline,599
11485,24512,Women,Apparel,Topwear,Kurtas,Fall,2011.0,Ethnic,Mother Earth Women Orange Printed Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Orange, Red",Mother Earth,999
11486,37939,Women,Apparel,Topwear,Tunics,Summer,2012.0,Casual,Mineral Women Black Tunic,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, , ",Mineral,1399
11487,40057,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,ADIDAS Men Blue Printed T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, Orange, ",ADIDAS,1199
11488,38971,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Arrow New York Men Grey T-shirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Grey, , ",Arrow New York,1399
11489,17502,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Classic Polo Men Stripes Yellow Polo T-Shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Mustard, White",Classic Polo,699
11490,6155,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Lee Men's March Burnt Orange T-shirt,Regular Fit,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,Lee,799
11491,30320,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Myntra Men Teal T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Teal, , ",Myntra,399
11492,6969,Women,Apparel,Topwear,Shirts,Summer,2011.0,Casual,s.Oliver Women's Green Blouse Shirt,Regular Fit,Regular,Not specified,"Cotton, Elastane","Solid, Solid, Regular",Spread Collar,Sleeveless,No Sleeves,Not specified,Not specified,"Curved, Opaque",Green,s.Oliver,1599
11493,12070,Women,Apparel,Topwear,Kurtas,Fall,2011.0,Ethnic,W Women Printed White Kurtas,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Black, ",W,899
11494,3427,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Myntra Men's I Have Healing Hand Black T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Black,Myntra,399
11495,24176,Women,Apparel,Topwear,Kurtis,Fall,2011.0,Ethnic,Aurelia Women Green Kurti,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,AURELIA,550
11496,10343,Women,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,United Colors of Benetton Women Solid Blue Tshirts,Regular Fit,Not specified,Not specified,Cotton,Solid,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, , ",United Colors of Benetton,799
11497,53818,Women,Apparel,Topwear,Kurtis,Fall,2012.0,Ethnic,Ayaany Women Pink Kurti,Not specified,Not specified,Not specified,Pure Cotton,Solid,Round Neck,Three-Quarter Sleeves,Not specified,Not specified,Not specified,Not specified,"Pink, White",Ayaany,499
11498,37561,Girls,Apparel,Topwear,Rompers,Summer,2012.0,Casual,Madagascar3 Infant Girls Pink Snapsuit Romper,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, , ",Madagascar 3,349
11499,21404,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Locomotive Men Printed White T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,White,LOCOMOTIVE,519
11500,29669,Men,Apparel,Topwear,Shirts,Summer,2012.0,Casual,Indigo Nation Men Printed White Shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Indigo Nation,1299
11501,17166,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Maroon Shirt,Not specified,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Maroon, White, ",U.S. Polo Assn.,1899
11502,18912,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Levis Men Classics Formula One Red Shirt,Regular Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Red, , ",Levis,1999
11503,31696,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Folklore Women Printed Orange Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,Folklore,599
11504,30744,Men,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Fabindia Men Blue Printed Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Fabindia,890
11505,16286,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Peter England Men Printed Green TShirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Green,Peter England,649
11506,6703,Women,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,UCB Women's Epaulettes On Sleeve White T-shirt,Not specified,Not specified,Not specified,Cotton,Not specified,Not specified,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"White, , ",United Colors of Benetton,699
11507,23161,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Mark Taylor Men Navy Blue Printed T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Navy Blue, , ",Mark Taylor,324
11508,3271,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Guerrilla Men's Poison Blood Red T-shirt,Slim Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Red,Guerrilla,495
11509,12626,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Probase Men Printed Navy Blue Tshirts,Slim Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Navy Blue,Probase,399
11510,43084,Women,Apparel,Topwear,Tshirts,Summer,2012.0,Sports,Nike Women Green T-shirt,Regular Fit,Not specified,Not specified,"Cotton, Cotton",Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Green, , ",Nike,1595
11511,40601,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Span Women Printed Green Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Purple, ",Span,819
11512,24344,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Sports,ADIDAS Men Blue T-shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, , ",ADIDAS,999
11513,4868,Men,Apparel,Topwear,Tshirts,Summer,2016.0,Casual,Levis Kids Boy's Darby Orange Polo Tshirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Orange,Levis Kids,1299
11514,32221,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Fabindia Women Purple & Blue Striped Kurta,Not specified,Not specified,Not specified,Cotton,"Striped, Jacquard",V-Neck,Three-Quarter Sleeves,Not specified,Not specified,Not specified,Not specified,"Purple, Blue",Fabindia,1330
11515,37753,Men,Apparel,Topwear,Shirts,Summer,2012.0,Casual,John Players Men Stripes Blue Shirt,Slim Fit,Not specified,Not specified,Cotton,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,John Players,1099
11516,5186,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Dark Knight Men's Joker Color Splash Black T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Black,DARK KNIGHT,649
11517,4054,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Myntra Men's Hard Work Never Killed Anyone Black T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Black,Myntra,399
11518,37595,Boys,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Madagascar3 Boys Printed Blue T-Shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,Madagascar 3,399
11519,14717,Women,Apparel,Topwear,Tops,Fall,2011.0,Casual,Jealous 21 Women Casual Top Black Tops,Not specified,Regular,Not specified,Blended,"Solid, Embellished",Cowl Neck,Sleeveless,No Sleeves,Not specified,Knitted and Woven,Opaque,Black,Jealous 21,999
11520,52102,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Myntra Women Cream Printed Kurta,Not specified,Not specified,Not specified,Cotton,Jacquard,Mandarin Collar,Three-Quarter Sleeves,Not specified,Not specified,Not specified,Not specified,"Cream, Green, Brown",Myntra,699
11521,4292,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Tantra Men's Shanti Black T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Black,Tantra,449
11522,7417,Women,Apparel,Topwear,Kurtas,Summer,2011.0,Ethnic,W Women Sqaure Neck Short Sleeve Blue Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,W,1099
11523,19834,Men,Apparel,Topwear,Shirts,Winter,2012.0,Casual,U.S. Polo Assn. Men Blue Checked Shirt,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, , ",U.S. Polo Assn.,1899
11524,17192,Men,Apparel,Topwear,Shirts,Winter,2016.0,Casual,U.S. Polo Assn. Men Stripes Maroon Shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Maroon, White, ",U.S. Polo Assn.,1699
11525,19008,Women,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,ADIDAS Originals Women Graphic Black Tshirt,Regular Fit,Not specified,Not specified,Synthetic,Printed,Boat Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS Originals,1699
11526,42390,Women,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Flying Machine Women Grey T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Grey, Green",Flying Machine,599
11527,31662,Men,Apparel,Topwear,Shirts,Summer,2012.0,Casual,Indigo Nation Men Printed Teal Shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Indigo Nation,1249
11528,2165,Men,Apparel,Topwear,Shirts,Summer,2011.0,Casual,Probase Men Check Blue Shirt,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, White",Probase,1099
11529,16272,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Levis Men Red & White Striped Shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Red, White, ",Levis,1799
11530,23195,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Highlander Men Green Striped Shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Green,HIGHLANDER,1039
11531,31450,Men,Apparel,Topwear,Tshirts,Summer,2013.0,Sports,Nike Men Blue Sleeveless T-Shirt,Regular Fit,Not specified,Not specified,Polyester,Solid,Round Neck,Sleeveless,Not specified,Not specified,Not specified,Not specified,Blue,Nike,1195
11532,3285,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Guerrilla Men's Move It Move On Green T-shirt,Slim Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Yellow,Guerrilla,495
11533,10185,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Indigo Nation Men Price catch White Shirts,Regular Fit,Not specified,Not specified,Cotton,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"White, Green",Indigo Nation,1049
11534,11057,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Scullers Men Check Purple Shirt,Regular Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Purple, White",SCULLERS,1699
11535,5172,Women,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Inkfruit Women's Innocence Carrot Orange T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Orange,Inkfruit,499
11536,16616,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Probase Men Stripes Green Shirt,Slim Fit,Not specified,Not specified,Cotton,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Green, White",Probase,1599
11537,27151,Men,Apparel,Topwear,Shirts,Summer,2012.0,Formal,Mark Taylor Men Striped Blue Shirt,Slim Fit,Not specified,Not specified,Not specified,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, , ",Mark Taylor,519
11538,28925,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Mr. Men Printed Blue T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, , ",Mr. Men,549
11539,8209,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Locomotive Men Stripe Lann Grey T-Shirts,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Grey, White, Green",LOCOMOTIVE,519
11540,26083,Men,Apparel,Topwear,Shirts,Summer,2012.0,Formal,John Miller Men Striped Yellow Shirt,Slim Fit,Not specified,Not specified,Not specified,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Yellow, , ",John Miller,999
11541,11433,Women,Apparel,Topwear,Sweaters,Fall,2011.0,Casual,United Colors of Benetton Women Light Winter Mauve Vest,Not specified,Not specified,Not specified,Cotton,Solid,V-Neck,Sleeveless,Not specified,Not specified,Not specified,Ribbed,Mauve,United Colors of Benetton,1499
11542,15093,Women,Apparel,Topwear,Tunics,Fall,2011.0,Ethnic,Mother Earth Women Solid Brown Tunics,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Brown, Gold",Mother Earth,699
11543,20374,Women,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Urban Yoga Women Printed Black Tshirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Black, , ",Urban Yoga,599
11544,5516,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Probase Men's Crack Print Crew Challenger White T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,White,Probase,399
11545,11601,Women,Apparel,Topwear,Kurtas,Summer,2011.0,Ethnic,W Women Solid Cream Kurtas,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Cream, Pink",W,1099
11546,33551,Men,Apparel,Topwear,Shirts,Summer,2012.0,Casual,Wrangler Men Atlanta Dark Base Striped Blue Shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, , ",Wrangler,1695
11547,39857,Boys,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Gini And Jony Boys Printed Yellow T-Shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Sleeveless,Not specified,Not specified,Not specified,Not specified,"Yellow, , ",Gini and Jony,449
11548,20146,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Wrangler Men Urban Navy Blue Shirt,Regular Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Navy Blue,Wrangler,1695
11549,38985,Boys,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Gini and Jony Boys Comics Red T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Red, , ",Gini and Jony,449
11550,22611,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Sports,Nike Men Green Jersey,Regular Fit,Not specified,Not specified,Polyester,Solid,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Green,Nike,1495
11551,16424,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Levi's Men Printed Blue  Tshirts,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, Grey, ",Levis,999
11552,8807,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Scullers Men Scul Black & Green Check Shirt,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Green,SCULLERS,1849
11553,54691,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Shree Women Multicoloured Printed Kurta,Not specified,Not specified,Not specified,Not specified,Jacquard,Round Neck,Three-Quarter Sleeves,Not specified,Not specified,Not specified,Not specified,"Multi, , ",Shree,599
11554,13156,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Puma Men Jersey Green Polo Tshirts,Not specified,Not specified,Not specified,Cotton,Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Green,Puma,999
11555,12084,Women,Apparel,Topwear,Kurtas,Fall,2011.0,Ethnic,W Women Printed Blue Kurtas,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Pink, ",W,1099
11556,23143,Women,Apparel,Topwear,Sweatshirts,Fall,2011.0,Casual,Quechua Women  Fleece Magenta Sweatshirt,Not specified,Not specified,Not specified,Polyester,Solid,Not specified,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Magenta,Quechua,599
11557,6721,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Locomotive Men's Fateeion White T-shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,LOCOMOTIVE,454
11558,12604,Women,Apparel,Topwear,Tops,Fall,2011.0,Casual,Jealous 21 Women Printed Purple Tops,Not specified,Regular,Not specified,Blended,"Ethnic Motifs, Printed",V-Neck,Short Sleeves,Regular Sleeves,Not specified,Knitted and Woven,Opaque,Purple,Jealous 21,999
11559,42174,Men,Apparel,Topwear,Tshirts,Summer,2017.0,Casual,Status Quo Men Blue T-shirt,Slim Fit,Regular,Not specified,"Cotton, Blended","Solid, Solid",V-Neck,Short Sleeves,Regular Sleeves,Not specified,Not specified,Not specified,Blue,Status Quo,549
11560,32203,Men,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Fabindia Men Printed Blue Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Fabindia,690
11561,11081,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Scullers Men Check Red Shirts,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Red, White",SCULLERS,1999
11562,5998,Men,Apparel,Topwear,Shirts,Summer,2011.0,Casual,Highlander Men Blue Red Plaid Checked Shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,HIGHLANDER,1039
11563,24366,Women,Apparel,Topwear,Kurtas,Fall,2011.0,Ethnic,Folklore Women Cream  Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Cream, , ",Folklore,699
11564,40623,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Span Women Floral Printed Red Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Green",Span,819
