,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Fit,Length,Material,Pattern,Collar,Sleeve,Weave,Details,Shape,Colour,Brand,Price
355,57819,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,United Colors of Benetton Women Green Dress,Not specified,Above Knee,"Linen, Viscose Rayon",Not specified,Boat Neck,Three-Quarter Sleeves,Knitted,Not specified,T-shirt,Green,United Colors of Benetton,2499
356,59977,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Avirate Women Navy Blue Dress,Not specified,Above Knee,Polyester,Solid,V-Neck,Sleeveless,Woven,Not specified,Fit and Flare,Navy Blue,Avirate,4100
357,40402,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Grey & Red Dress,Not specified,Not specified,Blended,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Grey, Red",Tonga,1850
358,59979,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Avirate Multicoloured Dress,Not specified,Knee Length,"Polyester, Elastane, Elastane",Printed,Boat Neck,Short Sleeves,Woven,Not specified,Not specified,Multi,Avirate,2400
359,59964,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Avirate Women Black Dress,Not specified,Above Knee,Polyester,Printed,V-Neck,Sleeveless,Knitted,Not specified,Not specified,"Black, White",Avirate,3000
360,14197,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,AND Women Solid Black Dresses,Not specified,Not specified,Not specified,Solid,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,Black,AND,1299
361,57036,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Forever New Women Printed Black Dress,Not specified,Maxi,Blended,Printed,V-Neck,Sleeveless,Knitted,Not specified,Fit and Flare,"Black, White, Grey",Forever New,2000
362,59990,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Avirate Pink Dress,Not specified,Knee Length,"Cotton, Polyester, Elastane",Solid,Round Neck,Sleeveless,Woven,Not specified,Not specified,Pink,Avirate,1900
363,34564,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Printed Black Dress,Not specified,Not specified,Not specified,Printed,Strapless,Not specified,Not specified,Not specified,Fit and Flare,"Black, Red",Tonga,1350
364,2711,Girls,Apparel,Dress,Dresses,Summer,2011.0,Casual,Disney Kids Girl's Halter Neck Pink Kidswear,Not specified,Knee Length,Cotton,"Solid, Checked",Halter Neck,Sleeveless,Woven,"Regular Sleeves, Straight, Opaque",Fit and Flare,"Pink, White",Disney,349
365,48471,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Purple Dress,Not specified,Knee Length,"Cotton, Elastane",Solid,Boat Neck,Sleeveless,Knitted,Not specified,Not specified,Purple,French Connection,2499
366,58425,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,AND by Anita Dongre Women Grey Dress,Not specified,Knee Length,Polyester,Printed,Round Neck,Sleeveless,Knitted and Woven,Not specified,Not specified,"Grey, Yellow, Brown",AND,1599
367,48485,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Red & Brown Dress,Not specified,Knee Length,Cotton,Printed,Round Neck,Short Sleeves,Woven,Not specified,Not specified,"Red, Brown",French Connection,3499
368,38998,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Gini and Jony Girls Summer Paradise Pink Dress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Pink,Gini and Jony,1199
369,59963,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Avirate Women Multi Coloured Dress,Not specified,Above Knee,"Polyester, Elastane",Printed,Not specified,Short Sleeves,Knitted,Not specified,A-Line,Multi,Avirate,3780
370,48482,Women,Apparel,Dress,Dresses,Winter,2011.0,Casual,French Connection Women Red Dress,Not specified,Knee Length,Viscose Rayon,Printed,Round Neck,Short Sleeves,Knitted,Not specified,Fit and Flare,Red,French Connection,4299
371,48476,Women,Apparel,Dress,Dresses,Winter,2011.0,Casual,French Connection Women Blue Dress,Not specified,Knee Length,Cotton,Printed,Round Neck,Sleeveless,Woven,Not specified,Fit and Flare,Blue,French Connection,3499
372,57038,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Women Blue Dress,Not specified,Above Knee,Cotton,Solid,Not specified,Sleeveless,Woven,Not specified,A-Line,Blue,Elle,2200
373,18754,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Arrow Woman Kaya Pink Dress,Not specified,Not specified,Polyester,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Pink,Arrow Woman,2099
374,8487,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Forever New Women Champagne Dresses,Not specified,Not specified,Blended,Solid,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,Cream,Forever New,4600
375,48478,Women,Apparel,Dress,Dresses,Winter,2011.0,Casual,French Connection Women Beige Dress,Not specified,Knee Length,Cotton,Printed,Round Neck,Sleeveless,Woven,Not specified,Not specified,Beige,French Connection,3999
376,40427,Women,Apparel,Dress,Jumpsuit,Summer,2012.0,Casual,Tonga Women Beige Jumpsuit,Not specified,Not specified,Cotton,Solid,Not specified,Sleeveless,Not specified,Not specified,Not specified,Olive,Tonga,2100
377,43632,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Vero Moda Women Black Dress,Not specified,Not specified,Polyester,Solid,Not specified,Not specified,Not specified,Not specified,Fit and Flare,Black,Vero Moda,2995
378,8480,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Forever New Women Magnolia Cream Dress,Not specified,Not specified,Blended,Solid,Square Neck,Not specified,Not specified,Not specified,A-Line,Cream,Forever New,3600
379,34599,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Printed Black Dress,Not specified,Not specified,Not specified,Printed,Strapless,Not specified,Not specified,Not specified,Fit and Flare,Black,Tonga,1650
380,37912,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Mineral Women Floral Orange Dress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Orange,Mineral,1849
381,43659,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,ONLY Women Pink Dress,Not specified,Above Knee,Blended,Solid,Not specified,Sleeveless,Knitted and Woven,Not specified,Not specified,Pink,ONLY,1895
382,39226,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Black Tiered Dress,Not specified,Not specified,Blended,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Black,Femella,890
383,48083,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Women Blue Dress,Not specified,Above Knee,Cotton,Printed,Off-Shoulder,Three-Quarter Sleeves,Woven,Not specified,Not specified,"Blue, White",French Connection,2999
384,33976,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Check Navy Blue Dress,Not specified,Not specified,Blended,Checked,Boat Neck,Not specified,Not specified,Not specified,Fit and Flare,Navy Blue,Femella,850
385,47656,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Black Printed Dress,Not specified,Not specified,Blended,Printed,Round Neck,Not specified,Not specified,Not specified,Not specified,"Black, White, Pink",Femella,750
386,57054,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Yellow Vintage Shift Dress,Not specified,Knee Length,Cotton,"Gathered or Pleated, Solid, Solid",Round Neck,Sleeveless,Woven,"No Sleeves, Straight, Opaque",A-Line,Yellow,Elle,3000
387,43666,Women,Apparel,Dress,Jumpsuit,Summer,2012.0,Casual,ONLY Women Peach Short Jumpsuit,Not specified,Not specified,Cotton,Printed,Not specified,Sleeveless,Not specified,Not specified,Not specified,"Peach, White",ONLY,1995
388,16804,Girls,Apparel,Dress,Dresses,Fall,2011.0,Casual,ANT Kids Girls Printed White Dress,Not specified,Knee Length,Cotton,"Solid, Printed",Strapless,Sleeveless,Woven,"Regular Sleeves, Straight, Opaque",Fit and Flare,"White, Pink",Ant,425
389,39221,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Purple Dress,Not specified,Not specified,Blended,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Purple, Beige",Femella,750
390,48084,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Women Red Dress,Not specified,Knee Length,Cotton,Printed,V-Neck,Sleeveless,Woven,Not specified,Not specified,"Red, Black",French Connection,3999
391,57053,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Pink Vintage Dress,Not specified,Knee Length,Cotton,Solid,Round Neck,Sleeveless,Woven,Not specified,Not specified,Pink,Elle,3000
392,18169,Girls,Apparel,Dress,Dresses,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Pink Dress,Not specified,Knee Length,Cotton,"Solid, Solid",Round Neck,Sleeveless,Woven,"Regular Sleeves, Straight, Opaque",Fit and Flare,Pink,Doodle,1199
393,47651,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Grey Lace Dress,Not specified,Not specified,Blended,Solid,Round Neck,Not specified,Not specified,Not specified,Not specified,Grey,Femella,1090
394,44682,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Wills Lifestyle Women Blue Dress,Not specified,Above Knee,Polyester,Printed,Round Neck,Three-Quarter Sleeves,Woven,Not specified,Not specified,"Blue, Red, Green",Wills Lifestyle,2799
395,39217,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Floral Red Dress,Not specified,Not specified,Blended,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Red, Green, Beige",Femella,690
396,18736,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Arrow Woman Rima Red Dress,Not specified,Not specified,Blended,Printed,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,Red,Arrow Woman,1599
397,59908,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Femella Women Peach Dress,Not specified,Maxi,Blended,Solid,V-Neck,Sleeveless,Woven,Not specified,Fit and Flare,Peach,Femella,890
398,40442,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,La Emotio Women Grey Dress,Not specified,Above Knee,Blended,Not specified,Not specified,Three-Quarter Sleeves,Knitted,Not specified,Fit and Flare,Grey,LA-EMOTIO,2999
399,18167,Girls,Apparel,Dress,Dresses,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Purple Dress,Not specified,Knee Length,Cotton,"Solid, Solid",Round Neck,Sleeveless,Woven,"Regular Sleeves, Straight, Opaque",Fit and Flare,Magenta,Doodle,1199
400,41563,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,AND Women Grey Dress,Not specified,Knee Length,Viscose Rayon,Solid,V-Neck,Three-Quarter Sleeves,Knitted,Not specified,Fit and Flare,Grey,AND,1899
401,43633,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Vero Moda Women Coral Coloured Dress,Not specified,Not specified,Polyester,Solid,Not specified,Not specified,Not specified,Not specified,Fit and Flare,Red,Vero Moda,2995
402,10500,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Flying Machine Women OS Blue Tops,Not specified,Not specified,Cotton,Solid,Strapless,Not specified,Not specified,Not specified,Fit and Flare,Navy Blue,Flying Machine,999
403,48479,Women,Apparel,Dress,Dresses,Winter,2011.0,Party,French Connection Women Black Dress,Not specified,Above Knee,Polyester,Solid,Off-Shoulder,Not specified,Woven,Not specified,Not specified,Black,French Connection,6999
404,52128,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Girls Blue Washed Dress,Not specified,Knee Length,Cotton,Not specified,Not specified,Sleeveless,Knitted and Woven,Not specified,Not specified,Blue,Doodle,1199
405,8481,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Forever New Women Peach Dress,Not specified,Above Knee,Blended,Solid,Round Neck,Sleeveless,Not specified,Not specified,A-Line,Peach,Forever New,4800
406,34598,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Printed Black Dress,Not specified,Not specified,Not specified,Printed,Strapless,Not specified,Not specified,Not specified,Fit and Flare,Black,Tonga,1850
407,43634,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Vero Moda Women Beige Dress,Not specified,Not specified,Polyester,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Beige, Peach",Vero Moda,1695
408,38997,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Gini and Jony Girls Digital Blue Dress,Not specified,Not specified,Cotton,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Blue, White",Gini and Jony,1199
409,18755,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Arrow Woman Kaya Blue Dress,Not specified,Not specified,Polyester,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Blue,Arrow Woman,2099
410,8486,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Forever New Women Butterbean Blue Dress,Not specified,Above Knee,Blended,Solid,Halter Neck,Not specified,Not specified,Not specified,Fit and Flare,Blue,Forever New,3600
411,57039,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Women Black Dress,Not specified,Knee Length,Polyester,Solid,Round Neck,Sleeveless,Woven,Not specified,Not specified,Black,Elle,3600
412,59996,Women,Apparel,Dress,Dresses,Summer,2014.0,Casual,Avirate Black & Purple Dress,Not specified,Above Knee,Polyester,Solid,Boat Neck,Short Sleeves,Woven,Not specified,Not specified,Purple,Avirate,3400
413,48477,Women,Apparel,Dress,Dresses,Winter,2011.0,Casual,French Connection Women Cream Dress,Not specified,Knee Length,Polyester,Solid,Off-Shoulder,Not specified,Knitted and Woven,Not specified,Not specified,Cream,French Connection,6999
414,48483,Women,Apparel,Dress,Dresses,Winter,2011.0,Casual,French Connection Women Blue Dress,Not specified,Knee Length,Viscose Rayon,Printed,V-Neck,Short Sleeves,Knitted,Not specified,Fit and Flare,Blue,French Connection,4299
415,2710,Girls,Apparel,Dress,Dresses,Summer,2011.0,Casual,Disney Kids Girl's White Daisy Kidswear,Not specified,Knee Length,Cotton,"Solid, Printed",Strapless,Sleeveless,Woven,"Regular Sleeves, Straight, Opaque",Fit and Flare,"White, Red",Disney,349
416,34565,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Printed Black Dress,Not specified,Not specified,Not specified,Printed,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,"Black, Pink",Tonga,1350
417,57037,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Women Blue Dress,Not specified,Above Knee,Cotton,Solid,Not specified,Short Sleeves,Woven,Not specified,A-Line,Blue,Elle,2200
418,59991,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Avirate Multicoloured Dress,Not specified,Above Knee,"Polyester, Elastane, Elastane",Printed,Boat Neck,Short Sleeves,Woven,Not specified,Not specified,Multi,Avirate,3200
419,10360,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,United Colors of Benetton Women Black Dress,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Fit and Flare,Black,United Colors of Benetton,2999
420,34591,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Printed Multi Dress,Not specified,Above Knee,Polyester,Printed,Halter Neck,Not specified,Not specified,Not specified,Fit and Flare,Multi,Tonga,1550
421,59965,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Avirate Black Dress,Not specified,Knee Length,Polyester,Solid,V-Neck,Short Sleeves,Knitted,Not specified,Not specified,Black,Avirate,3500
422,48484,Women,Apparel,Dress,Dresses,Winter,2011.0,Casual,French Connection Women Blue Dress,Not specified,Knee Length,Cotton,Printed,Round Neck,Sleeveless,Woven,Not specified,Not specified,Blue,French Connection,3699
423,48470,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Teal Dress,Not specified,Knee Length,Viscose Rayon,Printed,V-Neck,Short Sleeves,Knitted,Not specified,Not specified,Teal,French Connection,4299
424,18166,Girls,Apparel,Dress,Dresses,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Purple Dress,Not specified,Knee Length,Cotton,"Solid, Solid",Round Neck,Sleeveless,Woven,"Regular Sleeves, Straight, Opaque",Fit and Flare,Magenta,Doodle,1099
425,47661,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women White Heart Print Dress,Not specified,Not specified,Blended,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"White, Black",Femella,890
426,59909,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Femella Women Blue Dress,Not specified,Maxi,Blended,Solid,V-Neck,Sleeveless,Woven,Not specified,Fit and Flare,Blue,Femella,890
427,41565,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,AND Women Blue Dress,Not specified,Knee Length,Linen,Solid,Square Neck,Sleeveless,Woven,Not specified,A-Line,"Blue, Beige",AND,2699
428,5566,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,Ant Kids Girl's Maroon With Flower Kidswear,Not specified,Knee Length,Cotton,"Solid, Solid",Strapless,Sleeveless,Woven,"Regular Sleeves, Straight, Opaque",Fit and Flare,Maroon,Ant,645
429,12835,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Ant Kids Flower Orange Dresses,Not specified,Not specified,Cotton,Printed,Strapless,Not specified,Not specified,Not specified,Fit and Flare,"Orange, Pink",Ant,449
430,33970,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Navy Blue Dress,Not specified,Not specified,Blended,Solid,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,Navy Blue,Femella,950
431,39220,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Black Dress,Not specified,Not specified,Blended,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Black, Beige",Femella,750
432,48085,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Women Purple Dress,Not specified,Above Knee,Cotton,Printed,V-Neck,Sleeveless,Woven,Not specified,Not specified,Purple,French Connection,3999
433,47650,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Black Lace Dress,Not specified,Not specified,Blended,Solid,Round Neck,Not specified,Not specified,Not specified,Not specified,Black,Femella,1090
434,18168,Girls,Apparel,Dress,Dresses,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Pink Dress,Not specified,Knee Length,Cotton,"Solid, Solid",Round Neck,Sleeveless,Woven,"Regular Sleeves, Straight, Opaque",Fit and Flare,Pink,Doodle,1099
435,43694,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Girls Navy Blue Dress,Not specified,Not specified,Cotton,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Navy Blue, Magenta",Doodle,699
436,57052,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Women Blue Dress,Not specified,Not specified,"Cotton, Polyester",Printed,Strapless,Sleeveless,Woven,Not specified,Empire,Blue,Elle,2800
437,39227,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Purple Tiered Dress,Not specified,Not specified,Blended,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Purple,Femella,890
438,43658,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,ONLY Women Black Dress,Not specified,Above Knee,Blended,Solid,Not specified,Sleeveless,Knitted and Woven,Not specified,Not specified,Black,ONLY,1895
439,41759,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Girls Navy Blue Dress,Not specified,Not specified,Cotton,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Navy Blue, Magenta",Doodle,649
440,57055,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Women Brown Dress,Not specified,Mini,"Cotton, Has a lining, Cotton, Nylon","Embroidered, Floral",V-Neck,Sleeveless,Knitted,"Shoulder Straps, Flared, Sheer",Empire,Brown,Elle,3400
441,43667,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,ONLY Women Purple Dress,Not specified,Above Knee,Viscose Rayon,Printed,Round Neck,Sleeveless,Woven,Not specified,Fit and Flare,Purple,ONLY,1995
442,41302,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Gini and Jony Girls Blue Saloppette,Not specified,Not specified,Cotton,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Pink, Blue",Gini and Jony,999
443,38842,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Latin Quarters Women Purple Dress,Not specified,Above Knee,Viscose Rayon,Solid,Round Neck,Sleeveless,Not specified,Not specified,Not specified,Purple,Latin Quarters,1850
444,37204,Women,Apparel,Dress,Jumpsuit,Summer,2012.0,Casual,United Colors of Benetton Women Printed Teal Jumpsuit,Not specified,Not specified,Cotton,Printed,Round Neck,Sleeveless,Not specified,Not specified,Not specified,Teal,United Colors of Benetton,3499
445,38845,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Latin Quarters Women Blue Printed Dress,Not specified,Not specified,Cotton,Printed,Square Neck,Not specified,Not specified,Not specified,Fit and Flare,Blue,Latin Quarters,1990
446,32581,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,ONLY Women Pink Dotted Print Dress,Not specified,Not specified,Polyester,Printed,Round Neck,Not specified,Not specified,Not specified,Shirt,Pink,ONLY,2495
447,58505,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Tonga Women Printed Brown Dress,Not specified,Mini,Polyester,Printed,Not specified,Not specified,Woven,Not specified,A-Line,"Off White, Brown, Black",Tonga,2250
448,43511,Women,Apparel,Dress,Dresses,Summer,2012.0,Formal,French Connection Women Navy Blue Dress,Not specified,Above Knee,Polyester,Solid,Round Neck,Sleeveless,Not specified,Not specified,Not specified,Navy Blue,French Connection,3999
449,58502,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Tonga Brown Animal Print Dress,Not specified,Above Knee,"Polyester, Elastane",Printed,Mock Neck,Sleeveless,Knitted,Not specified,T-shirt,"Beige, Brown",Tonga,2400
450,37266,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,United Colors of Benetton Girls Printed Navy Blue Dress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Navy Blue, White",United Colors of Benetton,1199
451,8500,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Forever New Women GeoPrint Multi Coloured Dress,Not specified,Above Knee,Silk,Printed,Off-Shoulder,Not specified,Not specified,Not specified,Fit and Flare,Multi,Forever New,4200
452,29167,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,United Colors of Benetton Girls Red Polka Dot Dress,Not specified,Knee Length,Cotton,Printed,Round Neck,Sleeveless,Knitted,Not specified,Fit and Flare,Red,United Colors of Benetton,1199
453,32379,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Arrow Woman Printed Multi Coloured Dress,Not specified,Not specified,Not specified,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Off White, Blue, Green",Arrow Woman,1999
454,10016,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,Palm Tree Girl's Cr Blossom Drs Pink Dresses,Not specified,Not specified,Blended,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Pink, White",Palm Tree,649
455,29158,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,United Colors of Benetton Women Green Dress,Not specified,Above Knee,Cotton,Solid,Round Neck,Sleeveless,Not specified,Not specified,Not specified,Green,United Colors of Benetton,2199
456,33203,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Sepia Women Beige Dress,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Beige,Sepia,1399
457,31130,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Gini and Jony Girls Printed Pink Dress,Not specified,Not specified,Cotton,Printed,Strapless,Not specified,Knitted and Woven,Not specified,Fit and Flare,Pink,Gini and Jony,799
458,43510,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,French Connection Women Maroon Knitted Dress,Not specified,Knee Length,"Cotton, Polyester",Solid,Round Neck,Sleeveless,Knitted,Not specified,Not specified,Maroon,French Connection,4699
459,58503,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Purple Dress,Not specified,Mini,Viscose Rayon,Printed,V-Neck,Sleeveless,Woven,Not specified,A-Line,"White, Purple",Tonga,1890
460,24876,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,United Colors of Benetton Women Blue Striped Dress,Not specified,Not specified,Cotton,Striped,Round Neck,Sleeveless,Not specified,Not specified,A-Line,Blue,United Colors of Benetton,2499
461,58504,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Tonga Women Black Dress,Not specified,Mini,"Polyester, Viscose Rayon",Not specified,Not specified,Not specified,Knitted,Not specified,Not specified,"Black, White",Tonga,2490
462,36749,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Little Miss Girls Trying White Dress,Not specified,Not specified,Cotton,Printed,Square Neck,Not specified,Not specified,Not specified,Fit and Flare,White,Little Miss,499
463,38844,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Latin Quarters Women Black & White Printed Dress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Black, White",Latin Quarters,1990
464,34473,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Van Heusen Woman Navy Blue Dress,Not specified,Not specified,Cotton,Solid,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,Navy Blue,Van Heusen Woman,1795
465,25966,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Brown Dress,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Femella,990
466,38843,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Latin Quarters Women Zip Piping Navy Blue Dress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Navy Blue, Grey",Latin Quarters,1990
467,4991,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,Gini and Jony Girl's Sara Off White Polka Dot Kidswear,Not specified,Not specified,Cotton,Printed,Boat Neck,Not specified,Not specified,Not specified,Fit and Flare,White,Gini and Jony,999
468,29166,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,United Colors of Benetton Girls Polka Dot Navy Blue Dress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Navy Blue,United Colors of Benetton,1199
469,38828,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Latin Quarters Women Teal Dress,Not specified,Not specified,Blended,Solid,Not specified,Not specified,Not specified,Not specified,Fit and Flare,Teal,Latin Quarters,1890
470,4931,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,Gini and Jony Girl's Valerie Blue White Kidswear,Not specified,Not specified,Cotton,Printed,Off-Shoulder,Not specified,Not specified,Not specified,Fit and Flare,"Blue, White",Gini and Jony,699
471,32378,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Arrow Woman Printed Multi Coloured Dress,Not specified,Not specified,Not specified,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Cream, Pink",Arrow Woman,1999
472,43586,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Gini and Jony Girls Blue Saloppette,Not specified,Not specified,Not specified,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Blue, Pink",Gini and Jony,1199
473,4936,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,Gini and Jony Girl's Veata White Black Pink Infants Kidswear,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Black, White, Pink",Gini and Jony,799
