,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Sole Material,Pattern,Material,Fastening,Fit,Type,Colour,Brand,Price
696,6726,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2013.0,Casual,Puma Unisex Popart Red Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Puma,599
697,18908,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Men Adi Linear Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,ADIDAS,399
698,15410,Men,Footwear,Flip Flops,Flip Flops,Summer,2013.0,Casual,Fila Men Velvet Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Black, Olive",FILA,599
699,11847,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Playboy Men White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"White, Blue",Playboy,749
700,36833,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Men Sidewinder Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Nike,3995
701,20956,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Unisex Vines Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,ADIDAS,599
702,15877,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Warner Bros Kids Unisex TJ Big Face Blue Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Warner Bros,249
703,32803,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Neo Purple Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,iPanema,749
704,29226,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,ADIDAS Men Zeitfrei Slide Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Orange",ADIDAS,2299
705,36834,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Men Sidewinder Brown Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Brown,Nike,3995
706,24109,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Playboy Men Blue Casual Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Playboy,499
707,32408,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Converse Unisex Check Box Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Converse,349
708,6318,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Puma Unisex Arizona Red Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Red,Puma,399
709,53632,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,ADIDAS Unisex Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Slip-On,Black,ADIDAS,1499
710,10767,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Disney Unisex Kids Basic White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Green",Disney,299
711,19880,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Women Hearts Pink Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,ADIDAS,399
712,6743,Women,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Nike Women Butterfly Thong Black Purple Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Purple",Nike,599
713,23121,Unisex,Footwear,Flip Flops,Flip Flops,Spring,2013.0,Casual,Converse Unisex Blue Flip Flops,Synthetic,Solid,Not specified,Not specified,Not specified,Thong Flip-Flops,Blue,Converse,299
714,56724,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,United Colors of Benetton Grey Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Grey, Teal",United Colors of Benetton,499
715,19874,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Men City Scape Green Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,ADIDAS,649
716,44215,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Red,iPanema,799
717,43008,Men,Footwear,Flip Flops,Flip Flops,Spring,2013.0,Casual,Nike Men Black Chroma Thong Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Nike,899
718,44444,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2013.0,Casual,Gliders Unisex Grey Spiner Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Black",Gliders,299
719,2546,Men,Footwear,Flip Flops,Flip Flops,Fall,2010.0,Casual,Numero Uno Men's Casual Graphic Black Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Numero Uno,299
720,44212,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Gold Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Gold, Pink",iPanema,749
721,19873,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Men Graffiti Navy Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,ADIDAS,549
722,10760,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Disney Unisex Kids Basic Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Blue",Disney,179
723,22490,Women,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,ADIDAS Women Laosand Pink Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Blue",ADIDAS,1399
724,3831,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2014.0,Casual,Crocs Kid's Crocband Bubblegum Pink Kidswear,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Crocs,1495
725,6329,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Puma Unisex Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Black, Blue",Puma,499
726,10769,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Disney Unisex Kids Basic White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Grey",Disney,299
727,33712,Men,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Cobblerz Men Red Flip Flops,Rubber,Printed,Not specified,Not specified,Not specified,Thong Flip-Flops,Red,Cobblerz,2999
728,42127,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Men Black Celso Solarsoft Thong Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, White",Nike,1995
729,24107,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Playboy Men Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Playboy,249
730,24769,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Spalding Men Grey Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Grey,Spalding,299
731,2548,Men,Footwear,Flip Flops,Flip Flops,Fall,2010.0,Casual,Numero Uno Men's Casual Navy Blue Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Numero Uno,299
732,46110,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,ADIDAS Men Grey Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Grey, Yellow",ADIDAS,699
733,44240,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Nike Men Navy Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Navy Blue,Nike,899
734,18907,Men,Footwear,Flip Flops,Flip Flops,Spring,2012.0,Casual,ADIDAS Men Adi Linear Red Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,ADIDAS,399
735,20950,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Men Distorted Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,ADIDAS,399
736,15849,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Warner Bros Kids Unisex SD Safari Flop Red Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Warner Bros,249
737,15876,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Warner Bros Kids Unisex TJ Beach Slipper Red Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Warner Bros,249
738,6178,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,ADIDAS Men's Lucent Print White Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,ADIDAS,1499
739,32802,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Neo Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,iPanema,749
740,11846,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Playboy Men Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Red, Blue",Playboy,749
741,5709,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Reebok Men's Hanawi Terra Grey Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Grey,Reebok,799
742,20957,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Men Numbers Grey Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,ADIDAS,749
743,9139,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Puma Men Bow Green Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Green, Black, White",Puma,1999
744,3631,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Puma Men's Webster Brown Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Puma,999
745,24704,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Puma Men Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Black, Yellow",Puma,399
746,6727,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2011.0,Casual,Puma Unisex Coral Purple Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Puma,599
747,44615,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Fila Women Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Blue,FILA,349
748,18909,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Men Adi Linear Black Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,399
749,6182,Women,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,ADIDAS Women's Summer Girl White Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,ADIDAS,599
750,11848,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Playboy Men Black Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Black,Playboy,749
751,3636,Men,Footwear,Flip Flops,Flip Flops,Summer,2010.0,Casual,Puma Men's Winglet Green Black Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Black",Puma,899
752,15878,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2013.0,Casual,Warner Bros Kids Unisex TJ Big Face Yellow Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yellow,Warner Bros,249
753,13976,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Puma Unisex Jive Navy Blue Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Navy Blue, Grey",Puma,749
754,2549,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Numero Uno Men's Casual Graphic Red Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Numero Uno,299
755,24768,Men,Footwear,Flip Flops,Flip Flops,Spring,2011.0,Casual,Spalding Men Grey Flip-Flops,Synthetic,Solid,Synthetic,Not specified,Not specified,Thong Flip-Flops,Grey,Spalding,299
756,46111,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,ADIDAS Men Blue ADIDAS Tread Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Purple,ADIDAS,699
757,6122,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Puma Men's Green Yellow Zainali & Azra Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Yellow, Green",Puma,1499
758,6310,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2011.0,Casual,Puma Unisex Issac Black Yellow Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Yellow",Puma,699
759,3830,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Crocs Kids Crocband Black Sandals,Synthetic,Solid,Synthetic,Not specified,Not specified,Clogs,Black,Crocs,1495
760,10768,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Disney Unisex Kids Basic Pink Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Disney,299
761,6328,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Puma Unisex Miami II Red Black Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Black",Puma,499
762,10757,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Disney Unisex Kids Princess Heart Pink Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, White",Disney,229
763,24106,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Playboy Men Navy Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Playboy,249
764,33713,Men,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Cobblerz Men Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, White",Cobblerz,2999
765,21825,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Spalding Men Casual Navy Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Spalding,299
766,53439,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,ADIDAS Men Green Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Black, Green",ADIDAS,1499
767,43009,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Nike Men White Chroma Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,White,Nike,899
768,6321,Unisex,Footwear,Flip Flops,Flip Flops,Spring,2012.0,Casual,Puma Unisex Arizona Light Blue White Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, White",Puma,399
769,10761,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Disney Unisex Kids Basic Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Blue, Yellow",Disney,199
770,44445,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2013.0,Casual,Gliders Unisex Red Spiner Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Red,Gliders,299
771,2547,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Numero Uno Men's Casual Graphic Green Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Numero Uno,299
772,19872,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Men Graffiti Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,549
773,44213,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Green",iPanema,799
774,24108,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Playboy Men Navy Blue Casual Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Navy Blue, Red",Playboy,499
775,6319,Unisex,Footwear,Flip Flops,Flip Flops,Spring,2012.0,Casual,Puma Unisex Arizona Navy Blue Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Navy Blue,Puma,399
776,10759,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Disney Unisex Kids Mini Mouse Pink Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Black",Disney,229
777,44214,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Purple Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Purple,iPanema,799
778,19875,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Men Plugged IN Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,649
779,25481,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Unisex Solarsoft Thong Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Nike,1495
780,10766,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Disney Unisex Kids Basic Yellow Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Yellow, Blue",Disney,229
781,6114,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Puma Men's Girija Q White Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"White, Black",Puma,1499
782,6326,Unisex,Footwear,Flip Flops,Flip Flops,Spring,2012.0,Casual,Puma Unisex MM II Blue Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Puma,499
783,23120,Unisex,Footwear,Flip Flops,Flip Flops,Spring,2013.0,Casual,Converse Unisex Black Basic Flip Flops,Synthetic,Solid,Not specified,Not specified,Not specified,Thong Flip-Flops,Black,Converse,299
784,19881,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Women Hearts Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,ADIDAS,399
785,4731,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Numero Uno Men's Black Casual Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Numero Uno,799
786,15392,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,FILA Men Cage Navy Blue Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Navy Blue, Red",FILA,449
787,49821,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Orange Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Orange,iPanema,899
788,5273,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Reebok Men's Hanavi Red Green Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Green",Reebok,799
789,5628,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,ADIDAS Men's Adi Slide Black Yellow Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,1299
790,7375,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Red Tape Men's Casual Brown Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Red Tape,1395
791,49826,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Grey Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Grey",iPanema,899
792,41879,Men,Footwear,Flip Flops,Flip Flops,Fall,2014.0,Casual,Estd. 1977 Men Beige Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Beige,Estd. 1977,1880
793,43382,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Numero Uno Men Brown Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Brown,Numero Uno,599
794,46851,Girls,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Barbie Girls Pink Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Blue",Barbie,199
795,49819,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,iPanema,899
796,16983,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Puma Men Lynx Red Slipper,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Black",Puma,599
797,44198,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,iPanema,799
798,44733,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Globalite Women Vita White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Orange",Globalite,349
799,33661,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Men Caesar Slide Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Lotto,549
800,49810,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Brown Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Brown, White, Pink",iPanema,899
801,39955,Men,Footwear,Flip Flops,Flip Flops,Summer,2013.0,Casual,Gas Men Brown & Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Brown, Blue",GAS,950
802,23097,Men,Footwear,Flip Flops,Flip Flops,Summer,2013.0,Casual,Converse Men Rainbow Maroon Flip Flops,Synthetic,Solid,Not specified,Not specified,Not specified,Slip-On,"Black, Green",Converse,399
803,44191,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Gold Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Gold,iPanema,699
804,51215,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Globalite Women Green Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Slip-On,Green,Globalite,399
805,9020,Men,Footwear,Flip Flops,Flip Flops,Winter,2011.0,Casual,Buckaroo Men Dios Brown Flip Flops,Synthetic,Printed,Synthetic,Not specified,Not specified,Thong Flip-Flops,Brown,Buckaroo,1195
806,38242,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,ADIDAS Men Blue & Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Blue, Red",ADIDAS,1199
807,23860,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Men Brown Adiwind Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,ADIDAS,999
808,10622,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Carlton London Women Casual Green Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Carlton London,795
809,44196,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Pink Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, White",iPanema,799
810,16979,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Puma Men Tango Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Black, Red",Puma,999
811,5621,Women,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,ADIDAS Women's Adi Zing Red Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,ADIDAS,699
812,39952,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Gas Men Brown Freak Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Brown,GAS,600
813,44734,Women,Footwear,Flip Flops,Flip Flops,Spring,2013.0,Casual,Globalite Women White & Pink Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, White",Globalite,349
814,49817,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Brown Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,iPanema,899
815,23867,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Fila Men Terrinda Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Black,FILA,899
816,49828,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Pink Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Black",iPanema,799
817,12982,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Women Calo 3  Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Pink",ADIDAS,1499
818,19132,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Lotto Men Sign Red Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Lotto,499
819,53378,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Puma Women Blue Body Train Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Blue, White",Puma,2999
820,53723,Women,Footwear,Flip Flops,Flip Flops,Summer,2010.0,Casual,ADIDAS Women White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"White, Black, Yellow",ADIDAS,399
821,35703,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Women Solarsoft Thong Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, White",Nike,1795
822,40750,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Roxy Women Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Red,roxy,1195
823,33858,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Puma Women Lucie Purple Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Puma,999
824,3582,Men,Footwear,Flip Flops,Flip Flops,Fall,2013.0,Casual,ADIDAS Men's Black White Metallic Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,2999
825,33860,Men,Footwear,Flip Flops,Flip Flops,Winter,2014.0,Casual,Puma Men Drifter Road White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Puma,1199
826,30249,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Numero Uno Men Orange Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,Numero Uno,249
