,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Border,Blouse,Material,Pattern,Details,Colour,Brand,Price
398,50902,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Pink & Green Crepe Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Green, Pink",Prafful,1299.0
399,59611,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Blue Collection for Wedding Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Gold, Maroon",FNF,9000.0
400,59616,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Purple Wedding Collection Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Purple, Bronze",FNF,9000.0
401,50905,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Mustard & Green Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Mustard, Green, Purple",Prafful,1099.0
402,59642,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Pink & Black Collection For Wedding Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Gold, Red",FNF,9000.0
403,46008,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Maroon Printed Saree,Solid,Without Blouse Piece,Cotton Blend,"Ethnic Motifs, Printed",Not specified,Maroon,Fabindia,1230.0
404,59645,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Purple & Gold Collection For Wedding Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Purple, Gold",FNF,9000.0
405,52895,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Green Printed Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Red",FNF,2798.0
406,46006,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Magenta & Orange Striped Saree Mangalgiri Saree,No Border,Without Blouse Piece,Cotton Blend,"Striped, Striped",Not specified,"Magenta, Orange",Fabindia,1590.0
407,59674,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Grey Wedding Collection One Minute Saree,Embroidered,Blouse Piece,Net,"Embellished, Embellished",Not specified,"Blue, Grey",FNF,15000.0
408,52892,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Purple Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Purple,FNF,2798.0
409,57970,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Green Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Green, Black",Prafful,899.0
410,46001,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Green Printed Kota Saree,Printed,Without Blouse Piece,Silk Cotton,"Ethnic Motifs, Printed",Not specified,Green,Fabindia,1490.0
411,59628,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Maroon & Cream Wedding Collection Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Maroon, Cream",FNF,9000.0
412,50904,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Green & Maroon Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Green, Maroon, Navy Blue",Prafful,1099.0
413,59610,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Rust Collection for Wedding Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Rust, Gold, Red",FNF,9000.0
414,50903,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Purple & Blue Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Purple, Blue, Mustard",Prafful,1299.0
415,59619,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Maroon Printed Wedding Collection Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Maroon, Gold",FNF,9000.0
416,59626,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Green & Purple Wedding Collection Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Purple, Bronze",FNF,9000.0
417,59621,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Brown & Gold Wedding Collection Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Brown, Bronze, Gold",FNF,9000.0
418,57971,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Rust Printed Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Rust, Teal",Prafful,899.0
419,52893,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Red Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Red,FNF,2798.0
420,46000,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Red Self-Striped Saree,Solid,Without Blouse Piece,Silk Cotton,"Solid, Solid",Not specified,Red,Fabindia,1690.0
421,52894,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Red Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Red, Green, Mustard",FNF,2798.0
422,57976,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Pink Printed Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Grey",Prafful,899.0
423,46007,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Blue Mull Printed Sari,No Border,Without Blouse Piece,Cotton Blend,"Solid, Solid",Not specified,"Blue, Black",Fabindia,1230.0
424,59644,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Cream & Red Wedding Collection Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Cream, Black, Red",FNF,9000.0
425,46009,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Olive Mull Hand Printed Sari,No Border,Without Blouse Piece,Cotton Blend,"Solid, Solid",Not specified,"Olive, Brown",Fabindia,1230.0
426,59643,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multicoloured Evening Wear Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Teal, Orange",FNF,9000.0
