,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Total Shelf Life in Months,Minimum Usable Period in Months,Features,Finish,Units Per Bundle,Concern,Minimum Shelf Life in Months,Colour,Brand,Price
403,55967,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte All Fired Lipstick 83V,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Red,Colorbar,325
404,56518,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Streetwear Luscious Lips Peach Glory Lipstick 08,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Peach,Streetwear,415
405,55993,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Summer Rain Lipstick 34 BR,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Purple,Colorbar,325
406,55958,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,ColorBar Take Me As I Am Seductive Lipstick with Sharpner 007,24,12,Smudge Proof,Creme,1,Not specified,6,Brown,Colorbar,950
407,55500,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon Crystal Lilac Colorburst Lip Gloss 002,24,12,Moisturising,Glossy,1,Not specified,6,Pink,Revlon,525
408,56527,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Satin Smooth Plum Brown Lipstick 39,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Streetwear,235
409,55994,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Mulberry Lipstick 27M,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Purple,Colorbar,325
410,55960,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Take Me As I Am Sizzling Berry Lipcolor With Sharpener 005,36,Not specified,Regular,Creme,1,Not specified,Not specified,Purple,Colorbar,699
411,56520,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Satin Smooth Brazen Brown Lipcolor 66,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Streetwear,235
412,55507,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon Glossy Rose Lustrous Lip Gloss 16,24,12,Moisturising,Glossy,1,Not specified,6,Rose,Revlon,455
413,49104,Women,Personal Care,Lips,Lip Plumper,Spring,2017.0,Casual,Deborah Natural Beige Volume Lip Plumper 6,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Beige,Deborah,575
414,56118,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Coral Crush Lip Pot 006,36,Not specified,Regular,Natural,1,Not specified,Not specified,Pink,Colorbar,495
415,56120,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Warm Me Up Lip Pot 001,24,12,Moisturising,Natural,1,Not specified,6,Brown,Colorbar,495
416,49103,Women,Personal Care,Lips,Lip Plumper,Spring,2017.0,Casual,Deborah Chocolate Volume Lip Plumper 05,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Copper,Deborah,575
417,56116,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Pink Velvet Lip Pot 600,24,12,Moisturising,Natural,1,Not specified,6,Pink,Colorbar,495
418,56111,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Wine Not Lip Pot 016,24,12,Moisturising,Natural,1,Not specified,6,Maroon,Colorbar,495
419,49132,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Deborah Extra Lip Liner 06,48,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Peach,Deborah,400
420,55961,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Take Me As I Am Smacking Cherry Lipcolor With Sharpener 004,36,Not specified,Regular,Creme,1,Not specified,Not specified,Pink,Colorbar,699
421,55995,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Posh Plum Lipstick 26B,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Purple,Colorbar,325
422,55506,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon Pearl Plum Lustrous Lip Gloss 18,24,12,Moisturising,Glossy,1,Not specified,6,Purple,Revlon,455
423,56521,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Satin Smooth Pink Rush Lipcolor 65,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Streetwear,235
424,55992,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Verve Lipstick 15 BR,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Brown,Colorbar,325
425,56519,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Streetwear Luscious Lips Earth Rose Lipstick 03,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Rose,Streetwear,415
426,55966,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,ColorBar Velvet Matte Fushia Fix 1 Lipstick 84V,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Pink,Colorbar,325
427,56526,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Satin Smooth Raspberry Lipcolor 07,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Streetwear,250
428,55959,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Take Me As I Am Mysterious Nude Lipcolor With Sharpener 006,36,Not specified,Regular,Creme,1,Not specified,Not specified,Nude,Colorbar,900
429,55501,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon Wrap Yourself In Rubies Super Lustrous Lip Gloss 53,24,12,Moisturising,Glossy,1,Not specified,6,Pink,Revlon,455
430,55508,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon Coffee Sparkles Super Lustrous Lip Gloss 63,24,12,Moisturising,Glossy,1,Not specified,6,Brown,Revlon,455
431,57604,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Red Rover 112 Lip Colour,24,Not specified,Moisturising,Natural,1,Not specified,Not specified,Red,Lotus Herbals,349
432,49150,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Deborah Extra Lip Liner 03,48,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Deborah,400
433,55957,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Take Me As I Am Mischievous Wine Lipstick 008,24,12,Moisturising,Creme,1,Not specified,6,Red,Colorbar,900
434,56528,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Satin Smooth Pinkaboo Lipstick 35,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Streetwear,220
435,55968,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Demure 1 Lipstick 82V,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Colorbar,325
436,57603,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Moistpetals Maroon Lipstick 113,24,Not specified,Regular,Natural,1,Not specified,Not specified,Maroon,Lotus Herbals,349
437,56517,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Lusicious Lips Pink Wink Lipcolor 04,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Streetwear,415
438,56001,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Honey Dew Lipstick 14 BR,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Brown,Colorbar,325
439,55442,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Crimson Colorburst Lipstick 095,36,Not specified,Regular,Creme,1,Not specified,Not specified,Red,Revlon,630
440,55026,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Absolute Matte Winter Lily Lipstick 205,24,Not specified,Regular,Matte,1,Not specified,Not specified,Purple,Lakme,500
441,57543,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lotus Herbals Floralglam Nude Glow 019,24,Not specified,Regular,Natural,1,Not specified,Not specified,Nude,Lotus Herbals,395
442,55214,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Nine to Five Day Perfect Crimson Affair Lip Color,Not specified,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Magenta,Lakme,675
443,55489,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon ColorBurst Sienna Sparkle Lip Gloss 28,24,12,Moisturising,Glossy,1,Not specified,6,"Copper, Rust",Revlon,500
444,57588,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Cinnamon Lipstick 165,24,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Brown,Lotus Herbals,349
445,57544,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lotus Herbals Floralglam Lipstick 020,24,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Orange,Lotus Herbals,395
446,55213,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Nine to Five Day Perfect Strawberry Margarita Lip Color,Not specified,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Purple,Lakme,675
447,55021,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Absolute Matte Desert Dune Lipstick 66,24,Not specified,Regular,Matte,1,Not specified,Not specified,Brown,Lakme,525
448,55445,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Passion It Lipcolor 16,36,Not specified,SPF,Natural,1,Not specified,Not specified,Brown,Revlon,630
449,56006,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Passion Dark Brown Lipstick 05M,36,Not specified,Regular,Matte,1,Not specified,Not specified,Maroon,Colorbar,325
450,56039,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Soft Touch Hot-e Lipstick 001,24,12,Regular,Natural,1,Not specified,6,Brown,Colorbar,475
451,55473,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Baked Brown Super Lustrous Lipstick 323,36,Not specified,Moisturising,Creme,1,Not specified,Not specified,Brown,Revlon,550
452,57572,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lotus Herbals Pure Colours Lilac Breeze Lipstick 681,24,12,Moisturising,Natural,1,Not specified,6,"Coffee Brown, Brown",Lotus Herbals,285
453,57586,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Sand Storm Lipstick 181,24,12,Long Lasting,Natural,1,Not specified,6,Brown,Lotus Herbals,349
454,55487,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon Color Burst Aubergine Lip Gloss 34,24,12,Moisturising,Glossy,1,Not specified,6,Purple,Revlon,500
455,56030,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Soft Touch Seduction Lipstick 021,36,Not specified,Regular,Natural,1,Not specified,Not specified,Brown,Colorbar,475
456,55028,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Absolute Matte Brilliant Kiss Lipstick 203,24,Not specified,Regular,Matte,1,Not specified,Not specified,Purple,Lakme,525
457,56037,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Soft Touch Matina Lipstick 007,24,12,Regular,Natural,1,Not specified,6,Maroon,Colorbar,475
458,55480,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Revlon Colorstay Chocolates Lip Liner,24,12,Not specified,Not specified,1,Not specified,6,Brown,Revlon,550
459,57581,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lotus Herbals Pure Colours Crimson Red Lipstick 610,24,12,Moisturising,Natural,1,Not specified,6,Red,Lotus Herbals,295
460,55010,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Lakme Sheer Satin Lip Gloss 21,24,Not specified,Moisturising,Glossy,1,Not specified,Not specified,Pink,Lakme,325
461,55222,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Lakme Perfect Defination Walnut Lipliner 02,Not specified,Not specified,Not specified,Not specified,1,Not specified,Not specified,"Brown, Beige, Beige",Lakme,260
462,57575,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lotus Herbals Pure Colours Copper Gold Lipstick 661,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Gold,Lotus Herbals,275
463,55474,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Revlon Colorstay Vixens Lip Liner,36,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Revlon,550
464,56008,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Luv Me Lipstick 03M,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Maroon,Colorbar,325
465,54995,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Absolute Night Glam Lip Last,24,Not specified,Moisturising,Natural,1,Not specified,Not specified,Purple,Lakme,575
466,56063,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Extra Durable Fun Lip Color 003,24,12,Long Lasting,Natural,1,Not specified,6,Red,Colorbar,600
467,55044,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Absolute Matte Berrylicious Lipstick 27,24,Not specified,Regular,Matte,1,Not specified,Not specified,Purple,Lakme,500
468,57713,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Lotus Herbals Fruit Splash Lip Gloss 48,24,12,Regular,Glossy,1,Not specified,6,Purple,Lotus Herbals,245
469,55420,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon MoistureStay Stawberry Lipcolor 52,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Pink,Revlon,750
470,56097,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Star Berry Shine Lip Gloss 08,24,12,Moisturising,Glossy,1,Not specified,6,Brown,Colorbar,325
471,55418,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Moisture Stay Violet Lipstick 13,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Purple,Revlon,710
472,56090,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Star Shine Crystaliser Lip Gloss 02,36,Not specified,Regular,Glitter,1,Not specified,Not specified,Pink,Colorbar,325
473,55427,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Moisture Stay Mica Lipstick 15,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Pink,Revlon,710
474,55043,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Absolute Matte Garnet Spray Lipstick 41,24,Not specified,Regular,Matte,1,Not specified,Not specified,Purple,Lakme,525
475,57714,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Lotus Herbals Seduction Winter Berry Lip Gloss 43,24,12,Regular,Glossy,1,Not specified,6,Pink,Lotus Herbals,245
476,56064,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Extra Durable Fashion Fushia Lip Color 002,24,12,Long Lasting,Natural,1,Not specified,6,Pink,Colorbar,600
477,56099,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Star Tiramisu Lip Gloss 05,24,12,Moisturising,Glossy,1,Not specified,6,Brown,Colorbar,325
478,56052,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Extra Durable Lava Lip Color 020,24,12,Long Lasting,Natural,1,Not specified,6,Brown,Colorbar,600
479,55429,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon MoistureStay Dusk Lipcolor 11,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Purple,Revlon,710
480,56055,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Extra Durable Sassy Lip Color 017,24,12,Long Lasting,Natural,1,Not specified,6,Brown,Colorbar,600
481,57725,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Lotus Herbals Seduction Ice Cube Lip Gloss 32,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Lotus Herbals,275
482,55223,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Lakme Perfect Definition Go Grape Lip Liner 23,36,6,Not specified,Not specified,1,Not specified,24,Maroon,Lakme,250
483,57574,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Pure Colors Moisturising Sassy Mocha Lipstick 665,24,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Maroon,Lotus Herbals,275
484,55475,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Revlon Colorstay Scarlet Pink Lip Liner,24,12,Not specified,Not specified,1,Not specified,6,Pink,Revlon,575
485,56036,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,ColorBar Soft Touch Clypso Lipstick 008,36,Not specified,Regular,Natural,1,Not specified,Not specified,Brown,Colorbar,325
486,57580,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lotus Herbals Pure Colours Rose Madder Lipstick 611,24,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Brown,Lotus Herbals,295
487,56009,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Diva Lipstick 02 M,36,Not specified,Regular,Matte,1,Not specified,Not specified,Red,Colorbar,325
488,57587,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Moistpetals Natural Haze Lipstick 180,24,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Brown,Lotus Herbals,349
489,56031,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Soft Touch Rougemarie Lipstick 016,24,12,Moisturising,Natural,1,Not specified,6,Brown,Colorbar,450
490,55486,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Revlon Blackberry Lip Liner 11,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Brown,Revlon,265
491,55472,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Certainly Red Super Lustrous Lipstick 740,36,Not specified,Moisturising,Creme,1,Not specified,Not specified,Red,Revlon,550
492,55016,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Lakme 3 in 1 Wildberry Aqua Shine Lip Color,24,Not specified,Regular,Glossy,1,Not specified,Not specified,Purple,Lakme,550
493,55224,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Lakme Cocoa Fudge Perfect Definition Lip Liner 11,24,Not specified,Not specified,Not specified,1,Not specified,Not specified,Maroon,Lakme,260
494,57573,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lotus Herbals Pure Colours Lipstick 680,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Lotus Herbals,285
495,55029,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Absolute Matte Elegant Bloom Lipstick 202,24,Not specified,Regular,Matte,1,Not specified,Not specified,Purple,Lakme,525
496,56007,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Wine Blush Lipstick 04 M,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Purple,Colorbar,325
497,55020,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Lakme 3 in 1 Aqua Shine Fig Lip Color,24,Not specified,Regular,Glossy,1,Not specified,Not specified,Brown,Lakme,550
498,57545,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lotus Herbals Floralglam Lavender Love Lipstick 009,24,Not specified,Regular,Natural,1,Not specified,Not specified,Lavender,Lotus Herbals,395
499,55212,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Nine to Five Day Perfect Purple Haze Lipstick,Not specified,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Purple,Lakme,675
500,55444,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Plum Sexxxy Sassy Lipstick 09,36,Not specified,SPF,Natural,1,Not specified,Not specified,Purple,Revlon,630
501,56038,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Soft Touch E-Rose Lipstick 004,24,12,Moisturising,Matte,1,Not specified,6,Red,Colorbar,325
502,55443,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Color Burst Chocolate Lipstick 60,24,12,Regular,Creme,1,Not specified,6,Brown,Revlon,610
503,55215,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Nine to Five Day Apricot Nectar Lip Color,Not specified,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Red,Lakme,675
504,55027,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Absolute Matte Pink Princess Lipstick 204,24,Not specified,Regular,Matte,1,Not specified,Not specified,Pink,Lakme,500
505,56000,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Misty Cocoa Lipstick 15 BR,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Brown,Colorbar,325
506,55018,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Lakme 3 in 1 Orchid  Aqua Shine Lip Color,24,Not specified,Regular,Glossy,1,Not specified,Not specified,Purple,Lakme,550
507,55488,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon Bronze Shimmer Colorburst Lip Gloss 30,24,12,Moisturising,Glossy,1,Not specified,6,Bronze,Revlon,525
508,57589,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Moistpetals Cocoa Beans Lipstick 163,24,Not specified,Regular,Natural,1,Not specified,Not specified,Brown,Lotus Herbals,349
509,55428,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon MoistureStay Garnet Lipcolor 46,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Purple,Revlon,750
510,49083,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Deborah Atomic Red 12 Lipstick,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Deborah,560
511,57724,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Lotus Herbals Berry Smoothie Lip Gloss 33,24,12,Regular,Glossy,1,Not specified,6,Pink,Lotus Herbals,245
512,56054,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Extra Durable Siren Lip Color 018,24,12,Long Lasting,Natural,1,Not specified,6,Red,Colorbar,600
513,56098,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Star Arabian Nights Lip Gloss 06,24,12,Moisturising,Glossy,1,Not specified,6,Orange,Colorbar,325
514,56053,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Extra Durable Rosette Lip Color 019,24,12,Long Lasting,Natural,1,Not specified,6,Brown,Colorbar,600
515,55410,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon ColorStay Overtime Eternally Tan Lip Gloss 340,24,12,Regular,Glossy,1,Not specified,6,Brown,Revlon,960
516,55419,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Toffee Moisture Stay Lipstick 06,36,Not specified,Moisturising,Creme,1,Not specified,Not specified,Pink,Revlon,710
517,56065,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Extra Durable Sauve Lip Color 001,24,12,Long Lasting,Natural,1,Not specified,6,Maroon,Colorbar,600
518,55426,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Mulberry Moisture Stay Lipstick 48,36,Not specified,Moisturising,Creme,1,Not specified,Not specified,Pink,Revlon,750
519,56091,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Star Shine Fancy That Lip Gloss 01,36,Not specified,Regular,Glitter,1,Not specified,Not specified,Purple,Colorbar,325
520,55042,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Absolute Matte Satin Ruby Lipstick 42,24,Not specified,Regular,Matte,1,Not specified,Not specified,Pink,Lakme,525
521,57715,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Lotus Herbals Seduction Sappy Watermelon Lip Gloss 42,24,12,Regular,Natural,1,Not specified,6,Red,Lotus Herbals,245
522,55045,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Enrich Satins Lipstick 461,24,Not specified,SPF,Creme,1,Not specified,Not specified,Purple,Lakme,230
523,57712,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Lotus Herbals Seduction Ruby Desire Lip Contour Definer 51,24,12,Not specified,Not specified,1,Not specified,6,Maroon,Lotus Herbals,245
524,56096,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Star Choco Chip Lip Gloss 11,24,12,Moisturising,Glossy,1,Not specified,6,Brown,Colorbar,325
525,55421,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Moisture Stay Spice Lipstick 31,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Brown,Revlon,710
526,56062,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Extra Durable Gossip Lip Color 005,24,12,Long Lasting,Natural,1,Not specified,6,Pink,Colorbar,600
