,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Fine Jewellery,Design,Base Metal,Stone Type,Type,Colour,Brand,Price
799,58603,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,ToniQ Women Multi Coloured Earrings Set,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,"Pink, Blue, Purple",ToniQ,289
800,59528,Women,Accessories,Jewellery,Earrings,Summer,2015.0,Casual,Lucera Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,Silver,Lucera,2900
801,46150,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Casual,Adrika Women Red Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,"Red, Orange",Adrika,295
802,52306,Women,Accessories,Jewellery,Necklace and Chains,Winter,2016.0,Casual,ToniQ Women Golden Necklace,Fine Jewellery,Minimal,Not specified,Not specified,Necklace,Gold,ToniQ,269
803,46168,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Casual,Adrika Brown Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,Brown,Adrika,195
804,58052,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Pink & Purple Earrings,Fine Jewellery,Not specified,Silver,Amethyst,Drop Earrings,"Pink, Purple",Rreverie,2139
805,43842,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Royal Diadem Black Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Black, Gold",Royal Diadem,895
806,59510,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Silver Pendant With Chain,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,2550
807,48650,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3150
808,58099,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Rreverie Women Blue Pendant,Fine Jewellery,Not specified,Silver,Onyx,Not specified,"Blue, Black",Rreverie,2145
809,48805,Women,Accessories,Jewellery,Pendant,Summer,2015.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,4025
810,48692,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1525
811,52308,Women,Accessories,Jewellery,Necklace and Chains,Winter,2016.0,Casual,ToniQ Women Multi Coloured Necklace,Fine Jewellery,Minimal,Not specified,Not specified,Necklace,Multi,ToniQ,269
812,59526,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,Silver,Lucera,3075
813,59519,Women,Accessories,Jewellery,Necklace and Chains,Summer,2015.0,Casual,Lucera Black Beaded Necklace,Fine Jewellery,Not specified,Silver,Real Stones,Not specified,Black,Lucera,5450
814,48659,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1750
815,48833,Women,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3625
816,46195,Women,Accessories,Jewellery,Jewellery Set,Winter,2015.0,Casual,Adrika Multi Coloured Teracotta  Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Multi,Adrika,950
817,59521,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,Silver,Lucera,5200
818,58097,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Rreverie Women Turquoise Blue Pendant,Fine Jewellery,Not specified,Silver,Not specified,Not specified,"Turquoise Blue, Red, Black",Rreverie,2045
819,58063,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver Earrings,Fine Jewellery,Not specified,Silver,Quartz,Drop Earrings,Silver,Rreverie,2295
820,46159,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Casual,Adrika Women Blue & Brown Beaded Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,"Blue, Brown, White",Adrika,295
821,48695,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1825
822,48834,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3350
823,46192,Women,Accessories,Jewellery,Jewellery Set,Winter,2015.0,Casual,Adrika Turquoise Blue Teracotta Jewellery set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Turquoise Blue, Pink",Adrika,950
824,48816,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2300
825,46144,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Casual,Adrika Multi Coloured Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,Multi,Adrika,245
826,52312,Women,Accessories,Jewellery,Necklace and Chains,Winter,2016.0,Casual,ToniQ Women Multi Coloured Necklace,Fine Jewellery,Minimal,Not specified,Not specified,Necklace,Multi,ToniQ,349
827,58628,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Black Bangles,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Black, White, Silver",ToniQ,189
828,59503,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Gold Plated Pendant With Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Lucera,3575
829,43851,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Green Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Pink, Green",Royal Diadem,1045
830,58041,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Gold Colour Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,Gold,Rreverie,2649
831,43869,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Maroon Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Maroon, Green",Royal Diadem,895
832,52315,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Brown Set of 2 Bangles,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Brown, Black, White",ToniQ,189
833,48811,Men,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Revv Men Steel Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,1025
834,58046,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver & Black Earrings,Fine Jewellery,Not specified,Silver,Onyx,Drop Earrings,"Silver, Black, Green",Rreverie,2745
835,58610,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,ToniQ Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,Silver,ToniQ,129
836,43856,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Green & White Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Green, White",Royal Diadem,495
837,48644,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3750
838,59504,Women,Accessories,Jewellery,Necklace and Chains,Summer,2013.0,Casual,Lucera Silver Necklace,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,3275
839,46188,Women,Accessories,Jewellery,Jewellery Set,Winter,2015.0,Casual,Adrika Green Teracotta  Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Green, Maroon",Adrika,950
840,46175,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Casual,Adrika Women Red Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,Red,Adrika,275
841,58619,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,ToniQ Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Studs,Silver,ToniQ,189
842,52323,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Off White Bangle,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,White,ToniQ,189
843,48827,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2250
844,43860,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Green, Pink",Royal Diadem,895
845,58626,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Multi Coloured Bangles,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Yellow, Blue, Pink",ToniQ,199
846,48686,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1475
847,59532,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Gold Plated Earrings,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Gold,Lucera,2325
848,52324,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Black Bangle,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Black,ToniQ,189
849,43858,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Green Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Green,Royal Diadem,495
850,59535,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Studs,Silver,Lucera,1900
851,48675,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,4725
852,48681,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Lucera Women Gold Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Lucera,1000
853,43867,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem White Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,White,Royal Diadem,1045
854,58621,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,ToniQ Women Multi Coloured Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Studs,Multi,ToniQ,249
855,54870,Women,Accessories,Jewellery,Necklace and Chains,Summer,2013.0,Casual,Ivory Tag Women Colour Beam Multicolour Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Gold, Multi",Ivory Tag,900
856,48621,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2450
857,59561,Men,Accessories,Jewellery,Ring,Summer,2013.0,Casual,Revv Men Steel Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Steel, Red",Revv,930
858,58023,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver Earrings,Fine Jewellery,Not specified,Silver,Turquoise,Drop Earrings,"Silver, Turquoise Blue",Rreverie,1825
859,54884,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Tangerine Coral Red and Orange Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Red, Orange, Gold",Ivory Tag,1250
860,53090,Women,Accessories,Jewellery,Necklace and Chains,Winter,2016.0,Casual,Fabindia Silver Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,Silver,Fabindia,590
861,46126,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Casual,Adrika Brown Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,Brown,Adrika,195
862,54883,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Sparkling Terra Cream Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Cream, Gold",Ivory Tag,2000
863,58024,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Golden & Turquoise Blue Earrings,Fine Jewellery,Not specified,Not specified,Turquoise,Drop Earrings,"Gold, Turquoise Blue",Rreverie,1945
864,48626,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,875
865,54877,Women,Accessories,Jewellery,Necklace and Chains,Summer,2013.0,Casual,Ivory Tag Women Golden Tangerine Multicoloured Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Multi, Gold",Ivory Tag,900
866,48887,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3450
867,53097,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Maroon & White Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Maroon,Fabindia,560
868,59559,Women,Accessories,Jewellery,Bangle,Summer,2013.0,Casual,Lucera Silver Bangle,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,5350
869,48619,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Lucera Women Gold Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1375
870,46128,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Adrika Women Blue Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Blue, Brown",Adrika,295
871,43802,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Green Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Green",Royal Diadem,1095
872,59550,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Studs,Silver,Lucera,825
873,48610,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1750
874,52173,Women,Accessories,Jewellery,Ring,Fall,2012.0,Casual,Lencia Sterling Silver Ring,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lencia,3395
875,48845,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3175
876,52187,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Lencia Sterling Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Studs,"Silver, Blue",Lencia,2440
877,59765,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,Estelle Women Gold Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,Gold,Estelle,849
878,59557,Women,Accessories,Jewellery,Bangle,Summer,2013.0,Casual,Lucera Gold Plated Bangle,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Lucera,6875
879,48617,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3100
880,53099,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,Fabindia Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Fabindia,490
881,52180,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Lencia Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lencia,1440
882,54879,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Petal Sheen Multocolour Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Blue, Yellow",Ivory Tag,1250
883,52325,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Orange Bangle,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Orange,ToniQ,229
884,43859,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Royal Diadem Golden Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Brown, White",Royal Diadem,795
885,58049,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,"Silver, White",Rreverie,1069
886,48821,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Lucera Women Gold Pendant and Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Lucera,2675
887,46187,Women,Accessories,Jewellery,Jewellery Set,Fall,2012.0,Casual,Adrika Multi Coloured Teracotta  Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Multi,Adrika,950
888,58076,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Multi Coloured Earrings,Fine Jewellery,Not specified,Silver,Quartz,Drop Earrings,Multi,Rreverie,2549
889,43866,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Royal Diadem,895
890,58620,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,ToniQ Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Studs,Silver,ToniQ,149
891,48680,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Lucera Women Silver Earrings With Gold Plating,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1350
892,59534,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Studs,Silver,Lucera,2050
893,48674,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1000
894,46180,Women,Accessories,Jewellery,Jewellery Set,Winter,2015.0,Casual,Adrika Blue Teracotta  Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Blue, Green",Adrika,950
895,46174,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Adrika Women Blue Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Blue,Adrika,275
896,58618,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,ToniQ Women Silver Earrings,Fine Jewellery,Not specified,Stainless Steel,Not specified,Not specified,Silver,ToniQ,189
897,52322,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Gold & Black Bangle,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Black, Gold",ToniQ,249
898,58085,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver & Blue Earrings,Fine Jewellery,Not specified,Silver,Onyx,Not specified,"Silver, Blue",Rreverie,2145
899,59533,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Studs,Silver,Lucera,2275
900,48673,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,875
901,43861,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Royal Diadem Maroon Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Maroon, Gold",Royal Diadem,895
902,58627,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Yellow Bangles,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Yellow, Gold",ToniQ,249
903,58071,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver & White Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,"Silver, White",Rreverie,3049
904,48810,Men,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Revv Men Steel Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,1400
905,52314,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Set of 4 Bangles,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"White, Black, Pink",ToniQ,249
906,58078,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,Silver,Rreverie,4545
907,48645,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1300
908,59505,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Lucera Silver Pendant With Chain,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,3025
909,58611,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,ToniQ Women Black Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Studs,Black,ToniQ,129
910,43857,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Royal Diadem,495
911,46145,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Casual,Adrika Blue & Red Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,"Blue, Red",Adrika,225
912,52313,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Multi Coloured Bangle,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Multi, Gold",ToniQ,249
913,58629,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Black Bangles,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Black, Copper",ToniQ,249
914,58616,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,ToniQ Women Silver Earrings,Fine Jewellery,Not specified,Stainless Steel,Not specified,Drop Earrings,Silver,ToniQ,189
915,43850,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Purple Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Purple",Royal Diadem,1095
916,59502,Women,Accessories,Jewellery,Pendant,Summer,2015.0,Casual,Lucera Gold Plated Pendant With Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Lucera,3825
917,53098,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Maroon & Green Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Green, Maroon",Fabindia,490
918,48888,Women,Accessories,Jewellery,Pendant,Summer,2015.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2975
919,59556,Women,Accessories,Jewellery,Bangle,Summer,2013.0,Casual,Lucera Gold Plated Bangle,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Lucera,6875
920,48616,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3425
921,54878,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Earthy Crust White Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"White, Gold",Ivory Tag,2500
922,48629,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Gold Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Lucera,850
923,52181,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Lencia Sterling Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,"White, Silver",Lencia,2250
924,48843,Women,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2374
925,59551,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Studs,Silver,Lucera,800
926,46129,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Casual,Adrika Women Brown Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,Brown,Adrika,295
927,43803,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Royal Diadem Gold & Black Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Black",Royal Diadem,895
928,48844,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3425
929,52186,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Lencia Sterling Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Studs,Silver,Lencia,1655
930,52172,Women,Accessories,Jewellery,Ring,Fall,2012.0,Casual,Lencia Sterling Silver Ring,Fine Jewellery,Not specified,Silver,Not specified,Not specified,"Black, Silver",Lencia,4125
931,54876,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Green Droplets Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Green, Gold",Ivory Tag,2500
932,54882,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Metal Charmed Turquoise Blue and Red Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Red, Turquoise Blue",Ivory Tag,2000
933,43835,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Royal Diadem Maroon Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Maroon, White, Bronze",Royal Diadem,1195
934,59558,Women,Accessories,Jewellery,Bangle,Summer,2013.0,Casual,Lucera Silver Bangle,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,5550
935,48618,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2750
936,54849,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Ethereal Brown Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Gold, Brown",Ivory Tag,1250
937,48886,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant with Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3050
938,53096,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Green, Silver",Fabindia,690
939,58022,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,"Silver, Gold, White",Rreverie,1245
940,54885,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Mesh Cluster Turquoise Blue and Cream Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Blue, Gold, Cream",Ivory Tag,2500
941,59560,Women,Accessories,Jewellery,Bangle,Summer,2013.0,Casual,Lucera Silver Bangle,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,4150
